trackid,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,label,genre
5bcTCxgc7xVfSaMV3RuVke,0.893,0.745,-3.105,0.0571,0.0642,0,0.0943,0.872,101.018,electronic dance music,Dance
4sDsOUcpA53YU5HZ8A3VZT,0.692,0.777,-5.472,0.19,0.123,3.03e-05,0.176,0.694,128.017,electronic dance music,Dance
3fDgxdcf0jeJgGiZJGUmyK,0.813,0.983,-5.515,0.153,0.00177,0.546,0.502,0.77,125.007,electronic dance music,Electro
4ua0IepBEISCWwF8dTJvcU,0.617,0.617,-6.941,0.122,3.97e-05,0.0598,0.253,0.517,127.996,electronic dance music,Dance
3wLPRjw2XQpmowqXUXb3UF,0.801,0.985,-2.69,0.0647,0.0205,6.86e-06,0.297,0.72,127.99,electronic dance music,Dance
4lqEFIB9YZl8BwR99L5H3b,0.745,0.869,-4.375,0.0444,0.00193,0,0.0799,0.814,104.015,electronic dance music,Dance
1hRFVIy9As8OVRk8B7CrD5,0.675,0.862,-4.614,0.0253,0.0165,0.000427,0.169,0.498,129.967,electronic dance music,Dance
3obAduhRTVHYojRBAINwSg,0.808,0.681,-4.558,0.187,0.0119,0,0.105,0.503,124.89,electronic dance music,Electro
6iZVQLI9gs9kFRnmbQLzHO,0.47,0.56,-9.707,0.0298,0.0449,3.83e-06,0.0774,0.29,143.987,electronic dance music,Dance
0Je3J2ml1lrnTLXXIlxrvR,0.758,0.848,-3.84,0.0456,0.207,0,0.114,0.706,127.948,electronic dance music,Electro
6pooRNiLyYpxZeIA5kJ5EX,0.643,0.594,-5.453,0.0318,0.0128,0,0.118,0.442,144.033,electronic dance music,Alternative
0RD27NcbftTkhb1NlxQMGR,0.732,0.714,-7.432,0.0791,0.332,1.05e-06,0.131,0.376,121.982,electronic dance music,Dance
421leiR6jKlH5KDdwLYrOs,0.824,0.592,-6.4,0.0969,0.693,0.000158,0.178,0.54,98.074,electronic dance music,Electro
2KtOOW1DN1D0AJTkJmfq3M,0.344,0.865,-5.84,0.222,0.0163,5.8e-05,0.105,0.205,128.07,electronic dance music,Dance
6dwVoXGSsQ1TTL5aw987pi,0.705,0.825,-2.927,0.215,0.00933,0.00511,0.221,0.269,129.855,electronic dance music,Electro
1oF75Qbv8UvOBm1imUAE51,0.612,0.84,-3.145,0.0509,0.112,0,0.116,0.438,129.042,electronic dance music,Dance
1ZuE6xOcK90eKdQ0EVC9gv,0.591,0.645,-4.062,0.045,0.0395,0.00134,0.112,0.0627,125.983,electronic dance music,Pop
3aQz0z86zrKjd1mcZlonxE,0.498,0.862,-6.02,0.0589,0.000313,0.00941,0.352,0.47,128.034,electronic dance music,Dance
6iW38RGqdDGOofmz2HeXLW,0.797,0.86,-4.38,0.0413,0.0312,0.0137,0.334,0.192,124.033,electronic dance music,Electro
70Vdd1gx5tn84jkAU31ASv,0.707,0.861,-4.225,0.316,0.1,0,0.191,0.795,130.021,electronic dance music,Electro
34NNeV9jfgNgaALgUr0u9V,0.416,0.849,-4.909,0.0455,0.00864,0.000138,0.204,0.147,125.098,electronic dance music,Dance
18cCBvygH6yEFDY0cYN3wT,0.496,0.55,-5.418,0.034,0.00755,0.0122,0.0814,0.144,90.036,electronic dance music,Electro
4NmOJQxl9UZItUQQtMDYBb,0.629,0.539,-7.006,0.063,0.166,0,0.189,0.316,109.885,electronic dance music,Electro
7MmG8p0F9N3C4AXdK6o6Eb,0.646,0.823,-4.123,0.0394,0.213,0,0.322,0.418,128.035,electronic dance music,Dance
1FZ90IoWFZlubV6bjyyEwq,0.388,0.915,-3.293,0.0462,0.000628,0.0131,0.146,0.102,127.823,electronic dance music,Dance
3v2oAQomhOcYCPPHafS3KV,0.275,0.721,-6.222,0.0359,0.000702,0.821,0.0792,0.184,125.156,electronic dance music,Dance
7A0kyzZwkyztNsNeEsTiPX,0.671,0.848,-3.202,0.0779,0.0107,0.000198,0.122,0.292,125.941,electronic dance music,Pop
4AqN8IdKCfItCSbuaFch81,0.656,0.89,-4.981,0.187,0.201,1.99e-06,0.101,0.268,100.037,electronic dance music,Electro
6VcVJ7YddkP6elt9Ym8c50,0.759,0.947,-5.261,0.0655,0.253,0.255,0.0498,0.726,123.964,electronic dance music,Dance
39umHdGKfpnjY4TFtnoQ51,0.712,0.891,-2.76,0.0401,0.00415,0,0.258,0.735,126.012,electronic dance music,Rap/Hip Hop
1i1fxkWeaMmKEB4T7zqbzK,0.532,0.869,-5.094,0.172,0.157,0.00508,0.136,0.422,159.803,electronic dance music,Electro
0pMUR7Uvp6vxlbG0qBFvgM,0.671,0.881,-6.149,0.0552,0.00185,0.65,0.285,0.785,136.95,electronic dance music,Dance
660BgHpKo1jhR9MMSFn7CF,0.791,0.795,-4.854,0.0415,0.0161,0,0.362,0.963,124.007,electronic dance music,Dance
1ld3ibWlGwo4oBFPb6pmKk,0.809,0.807,-6.491,0.115,0.0462,0.155,0.676,0.635,126.031,electronic dance music,Electro
4DBLAy03Xk88LOVtrOQ1RD,0.588,0.8,-7.875,0.0377,0.00782,0.000819,0.289,0.263,124.001,electronic dance music,Electro
6DS51XJ8iV21mAcjPxASWZ,0.744,0.956,-3.105,0.041,0.0261,0.588,0.229,0.332,127.957,electronic dance music,Electro
2iS2s9oYpEmUzrAHPmqBHy,0.816,0.601,-7.641,0.0512,0.000139,0.611,0.0636,0.729,120.008,electronic dance music,Electro
1x5sYLZiu9r5E43kMlt9f8,0.707,0.629,-4.581,0.0563,0.259,1.6e-05,0.138,0.457,122.863,electronic dance music,Dance
2BgagqJWYfrKPhz3f5V0Sw,0.693,0.834,-3.259,0.342,0.141,0.0391,0.0891,0.224,82.517,electronic dance music,Electro
6oJflQkp7lFXOQce4wPTAW,0.489,0.641,-7.011,0.032,0.00598,0.0201,0.122,0.587,108.901,electronic dance music,Dance
5NmENli4oodYuWrI0vSGK4,0.424,0.921,-3.174,0.0427,0.00118,0.00817,0.328,0.0973,174.986,electronic dance music,Electro
41KPpw0EZCytxNkmEMJVgr,0.802,0.781,-6.564,0.0368,0.0075,0.825,0.147,0.622,125.026,electronic dance music,Electro
1mv4lh1rW1K6xhxhJmEezy,0.729,0.662,-7.191,0.337,0.00128,0.208,0.305,0.359,124.149,electronic dance music,Electro
1D2Aldrksl9yWWCIPOeDzy,0.733,0.859,-5.03,0.033,0.479,0.0645,0.105,0.52,124.948,electronic dance music,Dance
0wUxh6XMc698xPCfgBaPRV,0.532,0.639,-7.419,0.0388,0.0507,0.00131,0.106,0.198,105.0,electronic dance music,Dance
0DiWol3AO6WpXZgp0goxAV,0.611,0.697,-8.618,0.133,0.0193,0,0.332,0.476,122.752,electronic dance music,Dance
25dl9vcAJ9F6D6K35I3Nbw,0.486,0.906,-4.634,0.055,0.000767,0.000544,0.253,0.118,130.095,electronic dance music,Electro
6Apozxrk03AIyQwyswUjbt,0.551,0.681,-4.873,0.0401,0.0251,0,0.481,0.227,94.052,electronic dance music,Dance
0pJDnLRe38vYS1zAhpsESV,0.638,0.907,-9.357,0.0424,0.0208,0.855,0.107,0.0362,124.007,electronic dance music,Electro
1EWsVHU4FNAdtN4R8FETag,0.793,0.5,-13.108,0.0319,0.028,1.96e-05,0.186,0.833,123.017,electronic dance music,Dance
18W92Zm1KjLCbUIszOhpkD,0.661,0.725,-4.859,0.0563,0.0253,0,0.123,0.605,119.927,electronic dance music,Dance
7fDHYNpNfSJ7h0jDX440Y5,0.52,0.926,-4.774,0.0873,0.0034,0.00188,0.111,0.196,128.027,electronic dance music,Dance
1z1XegUChLLQfcbtIK8ABn,0.686,0.83,-4.437,0.0369,0.0948,1.33e-06,0.182,0.486,123.032,electronic dance music,Electro
7kVDkZkZc8qBUBsF6klUoY,0.423,0.751,-5.632,0.272,0.136,0,0.243,0.522,148.773,electronic dance music,Electro
0uVyZywUNOp6S0dU5r8TS8,0.76,0.886,-5.356,0.0258,0.0219,7.43e-06,0.623,0.78,123.002,electronic dance music,Dance
7EYv3adMrIC5mqurz7fHhD,0.669,0.937,-4.054,0.0714,0.028,1.79e-05,0.318,0.223,75.013,electronic dance music,Dance
3UL6Lzsocv9Ucizgzid2B0,0.785,0.931,-4.813,0.0465,0.0148,0.637,0.0459,0.969,135.986,electronic dance music,Dance
4AkCyd9Nlbt8JprQq9V6o2,0.726,0.763,-6.872,0.0882,0.524,2.64e-06,0.0943,0.516,128.02,electronic dance music,Dance
6AbVJjzv7thIvmMCuhZrmK,0.556,0.881,-2.224,0.082,0.00119,0,0.0709,0.337,104.973,electronic dance music,Dance
5N5k9nd479b1xpDZ4usjrg,0.781,0.768,-5.991,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,electronic dance music,Dance
6i7zAdNhzUN2k1HcrBxPHG,0.798,0.828,-5.36,0.193,0.0247,2.55e-06,0.121,0.6,124.962,electronic dance music,Dance
1FxZblJPTjTl7SWSOwdmBk,0.796,0.675,-8.066,0.0397,0.0126,0.181,0.0779,0.114,120.032,electronic dance music,Dance
2V65y3PX4DkRhy1djlxd9p,0.612,0.84,-3.145,0.0509,0.112,0,0.116,0.438,129.042,electronic dance music,Dance
4K9xid96G3YmIvQZXN9SXg,0.472,0.605,-4.437,0.134,0.0311,0.0308,0.101,0.212,128.375,electronic dance music,Pop
4VZH6OfxPy1nNE7KbtVKyK,0.729,0.928,-4.279,0.0515,0.282,0.00147,0.12,0.322,109.996,electronic dance music,R&B
4bAmAVdks2Y84VNVVLXFwN,0.836,0.665,-5.779,0.0745,0.308,0.000925,0.0714,0.677,120.997,electronic dance music,Dance
7nwGvxqSrgAuty1tlPGCFz,0.555,0.783,-1.888,0.112,0.479,0,0.0838,0.329,149.785,electronic dance music,Dance
2zh01m4PiHaZz4BAm0NRxs,0.608,0.845,-2.292,0.0597,0.136,0,0.111,0.322,98.976,electronic dance music,Dance
7KxFCQHFflx0ZlY9SPT5nW,0.558,0.784,-5.597,0.0336,0.0578,0.00456,0.105,0.377,125.015,electronic dance music,Dance
26UGfXevfPOuxGFbSqtuR9,0.806,0.692,-6.446,0.0626,0.239,1.65e-05,0.101,0.678,121.058,electronic dance music,Dance
483XiZ5o13Cc1zoWV7jGml,0.609,0.885,-5.469,0.0642,0.00521,1.15e-05,0.336,0.76,124.959,electronic dance music,Electro
1pKYYY0dkg23sQQXi0Q5zN,0.956,0.795,-5.311,0.15,0.00356,0.889,0.0906,0.841,121.294,electronic dance music,Dance
14epucTZd8dLIYipdByNZS,0.733,0.821,-6.021,0.0991,0.000643,0.367,0.0617,0.63,128.013,electronic dance music,Dance
4QcDkuGQx9824a6X9BZF4e,0.728,0.854,-3.86,0.0457,0.248,0.00188,0.149,0.62,121.995,electronic dance music,Dance
22S5BO6h7JIOjg2Uw88l8e,0.548,0.895,-1.988,0.102,0.11,0,0.0816,0.682,150.122,electronic dance music,Pop
3Oiauiojgokw9vWQvFmEoI,0.614,0.726,-6.441,0.096,0.00869,0.00131,0.157,0.315,144.965,electronic dance music,Electro
1mzGywacjpeik00PVLBPpF,0.606,0.72,-6.253,0.0283,0.000149,0.00165,0.0745,0.178,127.985,electronic dance music,Electro
5q8oybjZelukF4h0CzSUN9,0.528,0.945,-3.386,0.0928,0.0034,0.505,0.115,0.308,139.987,electronic dance music,Dance
0gb1J5UrTpzaU1s3nupgCd,0.671,0.916,-4.014,0.0397,0.0282,0.00762,0.24,0.803,126.01,electronic dance music,Electro
63ihmOkC4b2lsglpPG9GoU,0.749,0.765,-5.285,0.0668,0.0244,0.0185,0.076,0.702,124.993,electronic dance music,Dance
6nDKrPlXdpomGBgAlO7UdP,0.802,0.645,-6.181,0.0715,0.272,0,0.119,0.376,100.001,electronic dance music,Dance
0F2BxpbxH8Yc3pLub48hrb,0.604,0.874,-4.949,0.0295,0.000563,0.812,0.112,0.835,125.99,electronic dance music,Rap/Hip Hop
5C4NMi4fPpdFPnMZVsyG8H,0.577,0.851,-3.975,0.0339,0.0197,0.000462,0.118,0.396,129.952,electronic dance music,Dance
6UcTHiP25meOD9ox8Rspgx,0.491,0.607,-6.333,0.0668,0.0125,1.52e-06,0.289,0.166,176.112,electronic dance music,Electro
7b71WsDLb8gG0cSyDTFAEW,0.603,0.861,-3.565,0.0325,0.0215,0.043,0.1,0.72,127.962,electronic dance music,Dance
05SBRd4fXgn8FX7bf8BCAE,0.695,0.869,-5.066,0.0483,0.41,0,0.237,0.58,124.989,electronic dance music,Dance
0VffaI2jwQknRrxpECYHsF,0.723,0.806,-4.989,0.0521,0.00666,0.876,0.276,0.539,124.976,electronic dance music,Electro
6sGeBxS4PIEtZdWpgdnitV,0.66,0.81,-5.938,0.058,0.022,1.4e-06,0.0837,0.59,125.085,electronic dance music,Rap/Hip Hop
7wxeGWvf8HNuUeK4k06mOr,0.455,0.953,-3.784,0.0895,0.00988,0.329,0.247,0.243,127.284,electronic dance music,Dance
00JoqMc5KZFLpdrtymo6f0,0.564,0.897,-5.794,0.0814,0.00106,0.674,0.0967,0.226,139.999,electronic dance music,Dance
6jNM6fKx3WnyHbWBI9hs2r,0.635,0.983,-3.807,0.174,0.00901,0.00799,0.0683,0.434,145.085,electronic dance music,Electro
0GiwV6v3AgJfdu59tj719Y,0.899,0.894,-7.255,0.222,0.203,9.95e-05,0.0606,0.654,129.047,electronic dance music,Dance
2QWgR1EmEBT15fkRW9DLB1,0.671,0.926,-4.48,0.0659,0.0284,0.138,0.0886,0.669,125.981,electronic dance music,Electro
3gDYtxr8fNexoRSbyEzaTY,0.708,0.74,-6.897,0.0349,0.014,0.000136,0.114,0.73,124.033,electronic dance music,Electro
6ebkx7Q5tTxrCxKq4GYj0Y,0.616,0.869,-3.911,0.0327,0.0283,0,0.064,0.473,127.966,electronic dance music,Dance
2BVVmJQZv4fOPWavI9mkIj,0.634,0.674,-7.145,0.0465,0.0487,0.00116,0.102,0.298,115.995,electronic dance music,Electro
1NKCqXjcYZ81Budit2CQMh,0.506,0.726,-5.964,0.0366,0.00308,8.05e-05,0.266,0.266,128.044,electronic dance music,Dance
5brMyscUnQg14hMriS91ks,0.599,0.614,-6.573,0.0517,0.00203,1.56e-06,0.117,0.122,128.044,electronic dance music,Dance
0385HqYimoTQaHZP17KwG1,0.738,0.776,-4.808,0.0392,0.0234,0.0018,0.0775,0.608,127.984,electronic dance music,Dance
19eIZmuXlBmLTha1lPHef7,0.789,0.752,-4.274,0.164,0.027,2.69e-05,0.613,0.739,122.98,electronic dance music,Pop
3GC3xIxWImpR7dfv2F81ze,0.723,0.806,-4.805,0.0545,0.00702,0.846,0.267,0.552,125.029,electronic dance music,Dance
7IgA0pcFcslMMsBZsDnWaX,0.636,0.841,-5.28,0.169,0.0983,2.48e-05,0.136,0.298,123.913,electronic dance music,Dance
3tjFYV6RSFtuktYl3ZtYcq,0.7,0.722,-3.558,0.0369,0.221,0,0.272,0.756,90.989,electronic dance music,Dance
1geovaCdfs5fSa4NNgFPVe,0.616,0.892,-4.688,0.0462,0.00214,0.000186,0.227,0.235,129.991,electronic dance music,Electro
5K09638EBQjVMrZYXA89aC,0.829,0.819,-3.43,0.131,0.137,0.00792,0.282,0.35,123.944,electronic dance music,Dance
1Te8WIfLudxjHTr66BL0JK,0.731,0.822,-5.305,0.0459,0.394,0,0.288,0.708,118.021,electronic dance music,Electro
6jA8HL9i4QGzsj6fjoxp8Y,0.611,0.644,-7.607,0.0553,0.124,0,0.124,0.13,105.969,electronic dance music,Dance
3UPBOL5UtCZmJRwioMkfLD,0.663,0.925,-6.775,0.0449,0.00683,0.703,0.185,0.843,132.687,electronic dance music,Pop
4jp4Z02kzzg8gK0NmDGgml,0.52,0.798,-5.498,0.0391,0.101,0,0.0932,0.168,101.944,electronic dance music,Dance
3tka6vtNbu9C2xsbthEkNG,0.552,0.759,-4.946,0.0389,0.0355,6.67e-05,0.099,0.41,128.08,electronic dance music,Electro
3hENlPbIlUZXQ3MiosF87Q,0.715,0.914,-3.87,0.214,0.0254,0,0.0961,0.565,125.826,electronic dance music,Dance
7sR0j3bGUnugz07ZDtqLU7,0.706,0.912,-4.44,0.0565,0.0195,0,0.232,0.925,128.004,electronic dance music,Electro
5lByoyTJti3jYo22bLQKOH,0.643,0.997,-1.656,0.0483,0.00205,0.672,0.659,0.555,128.004,electronic dance music,Dance
14sOS5L36385FJ3OL8hew4,0.693,0.575,-6.998,0.0801,0.374,0,0.252,0.492,117.999,electronic dance music,Dance
0TDLuuLlV54CkRRUOahJb4,0.604,0.787,-3.674,0.103,0.0679,0.15,0.127,0.301,126.062,electronic dance music,Dance
6eIacmhkE82vZlMDnGS7aP,0.614,0.972,-3.927,0.088,0.00125,0.0186,0.328,0.411,127.966,electronic dance music,Dance
4r8hRPbidDIoDPphxi78aY,0.653,0.756,-7.794,0.0366,0.00364,0.00651,0.089,0.42,120.82,electronic dance music,Dance
0tgbSxoFjZ20MjfoKwWevV,0.571,0.937,-2.682,0.0336,0.0997,0.496,0.125,0.512,125.027,electronic dance music,Dance
39glqzRVRAy4vq3PqeTGb8,0.452,0.465,-10.006,0.0344,0.0589,0.000524,0.095,0.0832,149.586,electronic dance music,Electro
6ho0GyrWZN3mhi9zVRW7xi,0.76,0.964,-5.844,0.0577,0.00181,0.703,0.0975,0.643,125.003,electronic dance music,Dance
59VRFpPnC8pOhIH2WCWXF9,0.728,0.784,-11.776,0.0379,0.0449,0.0918,0.0964,0.964,129.981,electronic dance music,Dance
0mlf3yOGzVnIVxjybDQL3h,0.556,0.881,-2.224,0.082,0.00119,0,0.0709,0.337,104.973,electronic dance music,Dance
5sdb5pMhcK44SSLsj1moUh,0.775,0.872,-4.194,0.0469,0.033,0.0579,0.298,0.379,122.994,electronic dance music,Dance
6LXRvh3S8TB5P1PKy4lY1S,0.79,0.59,-9.206,0.0793,0.0994,0.00203,0.065,0.714,119.951,electronic dance music,Dance
08bNPGLD8AhKpnnERrAc6G,0.626,0.88,-2.384,0.0504,0.205,0,0.128,0.534,95.079,electronic dance music,Electro
33IOhptvC2Qoy2UhjiHXLV,0.609,0.726,-4.346,0.0414,0.0723,8.45e-06,0.0895,0.362,93.958,electronic dance music,Electro
5HbTUbKSPeNh75aKSW66OF,0.51,0.812,-5.782,0.0744,0.0233,0.133,0.166,0.151,159.885,electronic dance music,Dance
1oUb2nyyq0IWVj1nsuft0H,0.673,0.894,-2.73,0.0594,0.148,3.4e-06,0.141,0.63,118.894,electronic dance music,Dance
6qn9YLKt13AGvpq9jfO8py,0.734,0.766,-4.485,0.0383,0.025,0.00138,0.108,0.6,127.986,electronic dance music,Electro
24aN8j7dBw0FxxKUBlCtd6,0.654,0.795,-4.419,0.0536,0.178,0,0.19,0.465,120.019,electronic dance music,Dance
3KrnkTF84wu0KF3vqVYgEh,0.326,0.759,-5.019,0.0599,0.016,0.000878,0.0804,0.0797,154.555,electronic dance music,Dance
2MGRnjJc7C0z3EOEWRqcMw,0.773,0.813,-4.609,0.0797,0.0331,3.77e-05,0.192,0.707,127.93,electronic dance music,Dance
2Fjz5ZC5BvFdCqcnTZ3ilH,0.491,0.607,-6.333,0.0668,0.0125,1.52e-06,0.289,0.166,176.112,electronic dance music,Electro
0c8X4ApJu6CNEXoIb5VKMo,0.407,0.925,-4.155,0.0747,0.0113,0.0025,0.192,0.119,151.993,electronic dance music,Dance
3y3brCCecHC3Db18aIOnny,0.591,0.705,-6.519,0.079,0.381,0.000116,0.131,0.27,121.799,electronic dance music,Electro
5DF2KFDVeC7wF5CXipl9WN,0.711,0.876,-4.144,0.0551,0.145,0,0.116,0.706,122.969,electronic dance music,Dance
3SeowzTaXWE7YsIvltrFgE,0.452,0.927,-6.496,0.033,0.00946,0.353,0.118,0.0372,131.984,electronic dance music,Dance
48xPlyqrp76RSwJirihTHo,0.663,0.844,-4.88,0.255,0.00828,0.00168,0.236,0.638,124.006,electronic dance music,Dance
0JhKJg5ejeQ8jq89UQtnw8,0.62,0.881,-5.851,0.0372,0.0585,0.714,0.311,0.415,126.035,electronic dance music,Electro
2rUsJXt4NeeDiIU6sBvrxo,0.803,0.796,-5.077,0.0343,0.0522,2.69e-05,0.25,0.549,114.95,electronic dance music,Dance
7vfWgVGiLgnGbInU5lvSQg,0.673,0.79,-4.663,0.0893,0.037,9.95e-06,0.0875,0.705,102.013,electronic dance music,Dance
0hNduWmlWmEmuwEFcYvRu1,0.783,0.467,-9.474,0.0503,0.729,0.809,0.109,0.236,90.838,electronic dance music,Dance
5ZQoTDYVDCn9GcmKsoEHL3,0.703,0.776,-4.956,0.0321,0.0184,0.216,0.114,0.209,121.948,electronic dance music,Dance
7BF5rE2EVDmWNXc0uoP8Bz,0.764,0.796,-4.895,0.0441,0.146,0,0.102,0.55,123.038,electronic dance music,Pop
1CKtxKqyFsFITCH4SpDrWj,0.586,0.727,-4.799,0.039,0.00247,0.0107,0.152,0.496,124.99,electronic dance music,Electro
7gUg4GdOA6Y6yRDe36GIjK,0.184,0.871,-3.245,0.0661,0.00837,0.167,0.15,0.21,127.972,electronic dance music,Dance
5PX4uS1LqlWEPL69phPVQQ,0.722,0.687,-5.189,0.0556,0.00949,0.00413,0.0462,0.619,128.013,electronic dance music,Electro
3LlmKSHR3Rs0Y3KHQLAYDk,0.673,0.914,-3.962,0.0496,0.229,0.000478,0.186,0.183,97.021,electronic dance music,Dance
4GwXdVLueKZ8YhYjZmWtYh,0.805,0.968,-3.909,0.227,0.00707,0.00091,0.368,0.211,127.984,electronic dance music,Electro
77OuOZhDxJSQLYnNIpX2AG,0.638,0.816,-5.503,0.0308,0.00149,0.00115,0.195,0.386,112.014,electronic dance music,Pop
79zshLLUoqncCBkd9YfVUE,0.36,0.89,-5.645,0.0383,0.0171,0.252,0.146,0.0897,106.554,electronic dance music,Dance
5pcKLQ865gdGqZ1l9jHnYi,0.726,0.731,-6.289,0.0335,0.00056,0.718,0.308,0.577,129.989,electronic dance music,Electro
6RnkFd8Fqqgk1Uni8RgqCQ,0.635,0.9,-3.719,0.0377,0.00664,0.0145,0.37,0.15,127.978,electronic dance music,Electro
0P6RjFd2HgG2AXJadQuGfE,0.776,0.715,-6.587,0.0505,0.0971,0.0131,0.247,0.502,99.951,electronic dance music,Electro
4TuNI3WEMyLQAKRMJmcQdA,0.764,0.943,-4.047,0.0711,0.00784,0.104,0.0699,0.207,129.961,electronic dance music,Dance
2ce4J8eyrjLRCQlmEx7qRL,0.66,0.937,-1.098,0.18,0.0328,0.0683,0.497,0.449,128.112,electronic dance music,Dance
3SEupjP7CBdIoNPrFrMozG,0.618,0.754,-3.739,0.0882,0.00271,0,0.213,0.485,148.013,electronic dance music,Electro
6uBhi9gBXWjanegOb2Phh0,0.69,0.622,-5.025,0.0622,0.253,0,0.116,0.544,102.04,electronic dance music,Dance
7cVaJvsIIcgzSdH204p2CX,0.565,0.892,-5.221,0.0672,0.144,0.801,0.0385,0.0764,139.957,electronic dance music,Dance
0qc4QlcCxVTGyShurEv1UU,0.59,0.642,-3.87,0.122,0.0771,0,0.105,0.651,107.356,electronic dance music,Dance
5CLGzJsGqhCEECcpnFQA8x,0.653,0.809,-4.057,0.0474,0.194,0,0.165,0.55,92.213,electronic dance music,Electro
6lDo13SSgTv0WbyUQKgnjk,0.746,0.877,-3.782,0.0666,0.0375,0.000833,0.233,0.751,107.985,electronic dance music,Dance
0yuBwKZJLISISw2jxv0KMu,0.652,0.819,-3.681,0.0338,0.0776,0,0.097,0.515,115.916,electronic dance music,Dance
7IM73yy9leN8ftZsOVmVTO,0.776,0.883,-5.845,0.0712,0.00426,0.351,0.0571,0.676,125.008,electronic dance music,Dance
0mIAWTIXUP9Os5RBXKclO6,0.593,0.836,-4.774,0.0463,7.37e-05,0,0.117,0.406,127.087,electronic dance music,Dance
043vxbUHxQErHDIe7zuC0O,0.532,0.814,-2.507,0.0579,0.0206,0,0.124,0.208,128.022,electronic dance music,Electro
0QIYINh2AwmOmdu8CRYvlw,0.536,0.944,-3.029,0.0867,0.000117,0.00345,0.353,0.589,174.031,electronic dance music,Dance
7C9SonafFzEtoheAQDQ2UW,0.58,0.824,-3.774,0.0766,0.0229,0,0.115,0.254,126.951,electronic dance music,Dance
1JI77eVbrOtdHOsLK4G1Mq,0.652,0.922,-3.267,0.068,0.01,0.0189,0.366,0.695,127.997,electronic dance music,Alternative
4qqArAiTPueDxIp7cf87h7,0.695,0.672,-6.109,0.0345,0.014,8.44e-05,0.0756,0.245,104.988,electronic dance music,Dance
1YK1uWCZLaljd7kgjaC7bH,0.641,0.825,-6.631,0.0344,0.127,0.00331,0.336,0.627,125.003,electronic dance music,Rap/Hip Hop
05CwHjIk71RXVU40boRMnR,0.591,0.702,-5.59,0.0289,0.225,0,0.414,0.501,104.003,electronic dance music,Dance
698ItKASDavgwZ3WjaWjtz,0.468,0.627,-5.085,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,electronic dance music,Electro
3ezkJgagRPZ39KCTrKcSI7,0.611,0.613,-6.942,0.129,4.73e-05,0.105,0.159,0.491,127.979,electronic dance music,Dance
2BVUOGciUUUqOPSLtHwLGp,0.514,0.924,-5.417,0.052,0.000208,0.805,0.0684,0.0675,151.994,electronic dance music,Dance
63SevszngYpZOwf63o61K4,0.6,0.688,-8.339,0.201,0.159,1.29e-05,0.409,0.0793,99.977,electronic dance music,Electro
3xQjivjUZ4KnUslduTEYKC,0.446,0.793,-3.912,0.0556,0.0434,4.14e-05,0.159,0.313,127.799,electronic dance music,Electro
5Uj0VnayJKOuP9GmmDPNOx,0.678,0.967,-5.296,0.089,0.00596,0.73,0.0694,0.31,138.019,electronic dance music,Dance
3Z8FwOEN59mRMxDCtb8N0A,0.63,0.633,-7.088,0.0457,0.00776,0,0.0541,0.452,93.995,electronic dance music,Dance
1LQiF6aZfnNgxerxWJRbxw,0.603,0.827,-7.372,0.0714,0.0453,0.619,0.0833,0.311,144.992,electronic dance music,Electro
3ISYGHoYnu4gos6JNMfL4z,0.276,0.796,-4.499,0.0579,0.00293,0,0.184,0.26,199.526,electronic dance music,Dance
4RpB1YWVr3srDU7Ipfp6d4,0.663,0.791,-4.394,0.0375,0.0628,0,0.592,0.793,121.994,electronic dance music,Dance
7CH8J4ulT49UfZwSDSkSZA,0.668,0.726,-7.512,0.0468,0.0387,0,0.134,0.453,124.075,electronic dance music,Dance
1stV66277oZEXpVilOxJu4,0.601,0.939,-3.191,0.115,0.0905,0.000611,0.53,0.336,127.875,electronic dance music,Dance
7xbWAw3LMgRMn4omR5yVn3,0.58,0.586,-6.883,0.0357,0.344,0,0.0755,0.507,147.988,electronic dance music,Dance
4FYbo4yQzu3hGkj2Ix4ucW,0.664,0.66,-4.646,0.0243,0.512,0,0.26,0.355,99.946,electronic dance music,Electro
1nO67wic65N413c11zKxM7,0.605,0.8,-6.235,0.0545,0.155,0.0562,0.121,0.836,128.074,electronic dance music,Dance
7FJP35tUJ2121EJsFpU1Gh,0.628,0.833,-4.126,0.0282,0.0079,1.48e-05,0.074,0.56,128.003,electronic dance music,Dance
1HTh4meXIkX5JHVYs8DQ6r,0.563,0.724,-8.174,0.0305,0.00693,0.056,0.0886,0.13,127.99,electronic dance music,Dance
3slBHvoQcO8HjscbP2QKk5,0.641,0.731,-4.96,0.0339,0.0306,0,0.258,0.505,123.048,electronic dance music,Electro
7pPoBydlANHqWDYgm2DkSK,0.69,0.747,-4.869,0.108,0.0258,0.000233,0.0935,0.534,128.081,electronic dance music,Electro
0lHAMNU8RGiIObScrsRgmP,0.604,0.788,-3.673,0.103,0.0678,0.153,0.127,0.301,126.06,electronic dance music,Pop
3fIkn0ksMuH91GpflwmpJf,0.614,0.801,-4.581,0.13,0.121,0,0.275,0.524,125.95,electronic dance music,Electro
4ekDggjElGJX9kNSOtnbVf,0.723,0.57,-8.589,0.0429,0.00412,0.00183,0.0862,0.575,123.979,electronic dance music,Alternative
