trackid,track_name,track_artists,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
7oOsCpcgcLXKkkIPQzQ6cX,Hold Your Head Up High,['Darlingside'],0.375,0.261,-11.312,0.0288,0.539,0.0178,0.116,0.139,132.094
0Dp07EA5ybveKSUE27CuEd,Turntable,['Dead Horses'],0.603,0.575,-10.325,0.0285,0.811,0.00183,0.12,0.673,95.116
6K6OCvFQ4i7KKfGJsOAqY1,Wake Up,['EDEN'],0.387,0.374,-6.743,0.0332,0.881,0,0.851,0.393,116.661
5K7x78NAL50rhfhm73ePNb,Now I'm In It,['HAIM'],0.717,0.708,-9.489,0.0627,0.37,0.000116,0.161,0.209,105.019
5tWHggoUcAfqEga8uqrIRs,Looking for Someone,['Lé Soniregun'],0.675,0.664,-5.446,0.0482,0.219,0,0.181,0.422,99.948
2JRLoT6z48Pfihyj1s1u77,Day Dreaming,['Jack & Jack'],0.752,0.59,-5.688,0.0259,0.071,9.76e-06,0.095,0.353,101.241
1MD2yGSeBRALkMui1fZ05P,anemone,['slenderbodies'],0.854,0.631,-8.197,0.0452,0.884,0.00999,0.202,0.609,119.986
0zEKfIm5b8EUcDM3qoPXKX,Lose My Mind (feat. Mr Gabriel),['Jai Wolf'],0.607,0.775,-6.038,0.0399,0.00843,0.492,0.305,0.506,140.019
01qMOMudbkIHZS9BFPUGNk,Let It Be Me (feat. Ava Max),['David Guetta'],0.743,0.529,-6.187,0.0505,0.128,0,0.181,0.438,102.048
5Ef2noaxqTAfa5gLVw05OJ,You Come First (feat. Saweetie),"['Zak Abel', 'Saweetie']",0.745,0.719,-4.291,0.19,0.0352,0,0.0639,0.611,99.962
0cLS7FslBJgsuWwJNRnPWB,Doin' Time,['Lana Del Rey'],0.621,0.692,-5.837,0.0435,0.336,0.000458,0.0877,0.446,144.968
5VmL8CrjM82tIGWwum8Cbo,Venice,['Gyvus'],0.881,0.561,-7.351,0.14,0.333,0.88,0.148,0.801,95.011
6fZpcVRr45Z6fLtciswBBU,Dreams,['Bazzi'],0.663,0.666,-5.441,0.125,0.583,3.85e-06,0.222,0.605,159.983
732OcwU2wklgYhHvRKa4k3,It Gets Better,['GRiZ'],0.522,0.909,-5.962,0.0431,0.000766,0.00028,0.135,0.609,154.997
67H8U1DqJMTv9vCg7P95uR,You And I,['LÉON'],0.554,0.786,-4.288,0.0491,0.0024,0,0.148,0.358,120.057
0mEFqF30sAoUNKBgCQcsn0,I’m Good,['GRiZ'],0.605,0.725,-7.337,0.0824,0.00145,0.00528,0.324,0.763,160.008
32T61xmNSIXhGkEszzs0t8,Better,"['SG Lewis', 'Clairo']",0.699,0.583,-9.731,0.0357,0.05,0.00029,0.091,0.484,109.001
6TGoYBjxwsLgIzaw9lhfMG,Throwaway,"['SG Lewis', 'Clairo']",0.789,0.49,-6.588,0.0392,0.784,0.000598,0.112,0.869,140.034
79OHuiNbjDmlz3xjYMNcaA,Nice to See You,['Vansire'],0.539,0.535,-9.717,0.0319,0.42,0.632,0.263,0.352,78.885
0onslUNmSLDkuYaideYWir,Juice,['Lizzo'],0.767,0.891,-3.01,0.0901,0.00615,0,0.406,0.824,119.91
4PZ4xyWBCCJqAeWI8uSLca,Down Girl,['Roy Woods'],0.797,0.507,-9.214,0.0694,0.308,0,0.108,0.447,102.069
2yTTfOaptQVJiocgjoQFfi,Get You Good,['Roy Woods'],0.69,0.502,-7.077,0.0638,0.0306,0,0.145,0.329,86.185
5OCJzvD7sykQEKHH7qAC3C,God is a woman,['Ariana Grande'],0.602,0.658,-5.934,0.0558,0.0233,6e-05,0.237,0.268,145.031
14aFuIi1l2arBrZfBv9fBP,Good Morning Heartache,['Scott Hamilton'],0.526,0.17,-13.089,0.0411,0.823,0.777,0.114,0.18,117.414
1snCATjA8VAZS2YTJQrBfs,Chains - Dan Farber Remix,['Nick Jonas'],0.561,0.856,-3.199,0.0566,0.00824,0.000103,0.107,0.3,151.987
6KFaHC9G178beAp7P0Vi5S,Desperado,['Rihanna'],0.685,0.61,-5.221,0.0439,0.323,0,0.102,0.323,94.384
1gnwGVoG7V08vMX3hyr90x,Tints (feat. Kendrick Lamar),['Anderson .Paak'],0.805,0.833,-6.73,0.12,0.0859,0,0.0578,0.703,109.076
7rKKh8AGVXuNXgLBpTBTFH,One Day (ft. Ryan Tedder),['Logic'],0.546,0.871,-5.81,0.148,0.139,8.28e-05,0.104,0.303,189.723
2bjZY6qnQWOLpS0n1TtrbM,Bara Du,['Kasbo'],0.584,0.616,-5.941,0.0257,0.294,0.0672,0.33,0.101,135.028
2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,['Travis Scott'],0.834,0.73,-3.714,0.222,0.00513,0,0.124,0.446,155.008
1HA2V2EfAgJUBVOju4YfiB,Just A Stranger (feat. Steve Lacy),['Kali Uchis'],0.745,0.672,-5.738,0.0346,0.127,0,0.103,0.641,108.031
5hmLPzFW7oH8QQ9LRu1HUl,Selfish Love,['Jessie Ware'],0.754,0.483,-7.048,0.0331,0.629,0.00068,0.108,0.382,115.032
5YLnfy7R2kueN0BRPkjiEG,I'll Take You There,['The Staple Singers'],0.846,0.595,-8.372,0.0439,0.0904,1.96e-06,0.063,0.78,101.632
6WTZqt2ghvOxdmXCpGb84Z,Holding Back,['SG Lewis'],0.75,0.59,-6.575,0.0728,0.181,1.61e-05,0.101,0.584,103.961
1n7D2aCuzDoFTXSje54YA8,Cool Kids,['KWAYE'],0.74,0.71,-6.202,0.0458,0.0585,0.000141,0.187,0.515,117.026
01z2fBGB8Hl3Jd3zXe4IXR,Come Back to Earth,['Mac Miller'],0.272,0.238,-12.148,0.0349,0.89,0.00925,0.275,0.119,83.507
0EA2RhRHL4KWeNa7JfD1Yw,So It Goes,['Mac Miller'],0.576,0.556,-6.474,0.231,0.812,0.125,0.0943,0.294,148.173
0Xcy81PsJCOO6mhLZaQyQ4,Perfecto,['Mac Miller'],0.599,0.317,-11.212,0.174,0.748,0,0.111,0.203,148.09
16umSNZfofRpDqTvf8DIAo,Wings,['Mac Miller'],0.656,0.33,-8.771,0.162,0.818,0.00386,0.107,0.349,119.057
1oFEAWvPHP5TdSlmIs77sV,Conversation Pt. 1,['Mac Miller'],0.787,0.472,-10.032,0.113,0.64,5.22e-05,0.11,0.264,144.998
2JmFRXaJrkAUD2cs6U20KG,Jet Fuel,['Mac Miller'],0.791,0.557,-9.622,0.0698,0.54,0,0.103,0.284,119.973
2dgrYdgguVZKeCsrVb9XEs,What's the Use?,['Mac Miller'],0.759,0.492,-10.338,0.12,0.736,0.00989,0.107,0.561,104.974
39NDBdU5Xkm5pCFGa5kZtI,Ladders,['Mac Miller'],0.802,0.463,-8.379,0.162,0.236,0.00531,0.105,0.291,103.961
3YnwIp2b99p3e5dsFTXIIx,Dunno,['Mac Miller'],0.622,0.229,-11.322,0.0445,0.768,0.00906,0.134,0.0998,81.87
4gT3mNJA8lnlkYFqGZ8IA2,Small Worlds,['Mac Miller'],0.516,0.546,-9.105,0.249,0.814,4.5e-06,0.0995,0.515,78.267
5bJ1DrEM4hNCafcDd1oxHx,Self Care,['Mac Miller'],0.52,0.538,-8.109,0.206,0.367,0.00187,0.119,0.177,141.894
5p7GiBZNL1afJJDUrOA6C8,Hurt Feelings,['Mac Miller'],0.69,0.462,-8.054,0.13,0.343,0.00218,0.113,0.325,157.655
6dFn6my1sHK2bcf23GlHwM,2009,['Mac Miller'],0.533,0.496,-9.363,0.517,0.77,0.000164,0.0969,0.173,155.158
0y6EUHrKgUIEc0yqGg4acO,Patience,['Rebelution'],0.793,0.495,-8.631,0.0367,0.0379,2.68e-05,0.123,0.964,134.92
1gAGzNuRK9t1RtFjG136O4,Stay,"['Mac Ayres', 'Jack Dine', 'Chris Anderson']",0.679,0.27,-10.649,0.0454,0.589,0,0.0621,0.415,120.608
2ekdnv2xVIyAdG3ySoDDeY,Wus Good / Curious,['PARTYNEXTDOOR'],0.344,0.537,-8.215,0.079,0.0727,0.000127,0.225,0.453,82.878
1tjHKKI0r82IB5KL29whHs,Panic Station,['Muse'],0.671,0.766,-3.1,0.0378,0.00224,0.000154,0.159,0.726,104.99
0KtzMx1GbkkPyA2TQceHoM,Just A Memory,['ODESZA'],0.446,0.303,-7.031,0.0306,0.625,0.00136,0.0596,0.057,120.212
1aRtduEHwvk2AMR87ji9Tg,Intro,['ODESZA'],0.652,0.0475,-27.987,0.17,0.485,0.231,0.143,0.607,59.608
1zyMwU1NtRDkuQWthUbGsL,Thin Floors And Tall Ceilings,['ODESZA'],0.218,0.464,-9.013,0.0335,0.0335,0.962,0.122,0.0414,139.32
2WWfjbHALIb3e7FMcj9mr4,Line Of Sight,['ODESZA'],0.558,0.733,-6.65,0.0693,0.0334,0.00193,0.193,0.173,89.992
2pD1x1iL0gsvg7Kbhpuf8W,Corners Of The Earth,['ODESZA'],0.345,0.705,-7.744,0.04,0.159,0.00347,0.0874,0.0397,119.89
3CvMXAVFGmfq56tvUAa9ip,Divide,['ODESZA'],0.494,0.572,-5.688,0.034,0.0137,3.25e-06,0.433,0.229,85.11
3VXrpkM94UBgL4voR20tZq,Everything At Your Feet,['ODESZA'],0.579,0.687,-6.859,0.0596,0.0381,0.0107,0.155,0.545,86.97
4YaNLEPw3MrIgkGOkBrAh2,Across The Room,['ODESZA'],0.566,0.587,-5.96,0.0308,0.0155,2.05e-05,0.111,0.246,82.046
4x6aawsLyPkF3aGPXGvbat,La Ciudad,['ODESZA'],0.663,0.84,-5.618,0.0453,0.00534,0.342,0.169,0.2,108.022
59wlTaYOL5tDUgXnbBQ3my,A Moment Apart,['ODESZA'],0.515,0.663,-7.896,0.0328,0.179,0.668,0.494,0.0756,120.024
5Nu5Uyoauauy9LFePYL1Z3,Late Night,['ODESZA'],0.612,0.628,-6.754,0.0752,0.0358,0.00898,0.193,0.434,125.043
5k4MVfklNSMZZHB1jxvKrr,Show Me,['ODESZA'],0.538,0.596,-8.389,0.045,0.00258,0.564,0.0835,0.0483,107.756
63yesoRJgXT5QALryYFV0X,Boy,['ODESZA'],0.515,0.686,-6.258,0.0929,0.00324,0.505,0.0647,0.148,140.013
6oNZ0WxqptE7V0qpjtyJ4a,Falls,['ODESZA'],0.294,0.697,-6.029,0.128,0.0398,0.00011,0.136,0.183,160.566
7KT7VGnPU5QVXN3q1BOeqb,Higher Ground,['ODESZA'],0.629,0.852,-5.094,0.0521,0.0865,0.0215,0.263,0.415,104.997
7t7SLzJtQzD8wdJqwYD3XM,Meridian,['ODESZA'],0.517,0.66,-6.175,0.0315,3.4e-05,0.252,0.571,0.0701,90.007
6Fba9RZtC6vTY814JToDtP,Jump,['Van Halen'],0.542,0.822,-7.201,0.0291,0.0745,0.00947,0.0645,0.772,130.011
0Eqm7hD828cATBLUx2fJox,Meditate (feat. J.I.D.),['EARTHGANG'],0.743,0.679,-8.295,0.286,0.0757,0,0.347,0.618,147.752
5RAVmVpp66WaSDmqGmIAVh,My Momma (Ola Mae),['Warren G'],0.816,0.838,-4.126,0.213,0.157,0.00175,0.143,0.664,94.191
02NKMA9cIkq6VuBNu9q9Wf,The Chipmunk Song (Christmas Don't Be Late) - Remastered 1999,['Alvin & The Chipmunks'],0.612,0.37,-11.548,0.0344,0.707,2.98e-06,0.23,0.777,152.548
2OHQhOiGIYaXqqJVIMpNrF,Kingston Town,['Alborosie'],0.788,0.773,-5.272,0.099,0.0381,0,0.35,0.584,73.978
0JmQXH9W68mDblAIzwN6Or,Come Through and Chill (feat. J. Cole & Salaam Remi),['Miguel'],0.494,0.676,-7.576,0.309,0.163,0,0.215,0.599,176.191
0PMHWkpdm0NfWp02cwLd2g,Catching On (feat. Nevve),['Elephante'],0.626,0.762,-3.627,0.0458,0.23,0,0.147,0.637,99.968
0lGguDQAhugeruhDSU0QEI,Black Ivory,['Elephante'],0.566,0.957,-5.298,0.0616,0.00247,0.398,0.0921,0.173,150.042
2AyJg7yxL7ifoDSe6z5pwk,Plans (feat. Brandyn Burnette),['Elephante'],0.594,0.703,-5.305,0.0671,0.191,1.14e-06,0.129,0.338,123.939
2MLmLnEKtyZSmi2bM7TfTU,Goliath (feat. Jody Brock),['Elephante'],0.679,0.898,-3.434,0.0432,0.0233,2.59e-06,0.161,0.514,127.944
3z88wQ0lNqmzDjxtXrULCA,Hold (feat. Jessica Jarrell),['Elephante'],0.632,0.773,-5.191,0.108,0.163,8.76e-06,0.381,0.39,103.849
48jouLdBiPSIwXiMpsfvkA,Shake The Earth (feat. Lyon Hart),['Elephante'],0.512,0.628,-4.302,0.0359,0.00189,8.07e-05,0.0937,0.3,127.965
5evMoANkwD0ppntSQEXOii,Closer (feat. Bishop),['Elephante'],0.506,0.923,-3.371,0.0776,0.0719,0.000279,0.144,0.512,125.02
6ZSLLy6y5M2vY2XPgefwEX,Dynasty,['Elephante'],0.509,0.919,-3.587,0.0792,0.00131,0,0.54,0.311,130.072
6p2es8uOYkSkGp9W8mzWI2,Sirens (feat. Nevve),['Elephante'],0.621,0.783,-4.698,0.0471,0.00994,2.24e-06,0.383,0.203,101.976
08Wc3X7XNSyF8WYBPt2L8E,"Holiday (feat. Snoop Dogg, John Legend & Takeoff)","['Calvin Harris', 'Funk Wav']",0.836,0.769,-2.334,0.0773,0.472,0.00157,0.0804,0.585,103.991
0Ws8D3EWUDgY962Xftb0h5,"Cash Out (feat. ScHoolboy Q, PARTYNEXTDOOR & D.R.A.M.)","['Calvin Harris', 'Funk Wav']",0.722,0.79,-4.867,0.241,0.152,0,0.0349,0.434,94.965
0lMbuWUpfTWhEmOKxppEau,Rollin (feat. Future & Khalid),"['Calvin Harris', 'Funk Wav']",0.753,0.76,-4.518,0.0859,0.446,3.13e-05,0.182,0.657,91.953
0pJPdSVti6cTM1Q6xYGmcf,Faking It (feat. Kehlani & Lil Yachty),"['Calvin Harris', 'Funk Wav']",0.776,0.589,-4.543,0.115,0.319,0,0.0715,0.668,120.034
4KaIJ1FWXUoAAnOts1YWjD,Prayers Up (feat. Travis Scott & A-Trak),"['Calvin Harris', 'Funk Wav']",0.821,0.637,-4.276,0.161,0.433,0,0.209,0.778,86.01
5bcTCxgc7xVfSaMV3RuVke,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","['Calvin Harris', 'Funk Wav']",0.893,0.745,-3.105,0.0571,0.0642,0,0.0943,0.872,101.018
60APt5N2NRaKWf5xzJdzyC,"Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)","['Calvin Harris', 'Funk Wav']",0.784,0.728,-4.549,0.0539,0.34,0,0.222,0.713,110.165
6KdmNK9MogmGcnO3wNZHhp,Hard to Love (feat. Jessie Reyez),"['Calvin Harris', 'Funk Wav']",0.753,0.785,-6.53,0.174,0.112,0.000191,0.0633,0.85,148.015
7iDxZ5Cd0Yg08d4fI5WVtG,Skrt On Me (feat. Nicki Minaj),"['Calvin Harris', 'Funk Wav']",0.713,0.889,-3.87,0.0376,0.169,5.8e-05,0.169,0.96,101.977
7tr2za8SQg2CI8EDgrdtNl,Slide (feat. Frank Ocean & Migos),"['Calvin Harris', 'Funk Wav']",0.736,0.795,-3.299,0.0545,0.498,1.21e-06,0.254,0.511,104.066
2rUwQj4SWaP2anuGDtNpYR,Self-Made,['Bryson Tiller'],0.932,0.702,-3.459,0.0904,0.00304,1.86e-05,0.267,0.533,143.001
4t1dkVSUytQdV6VstXWPmN,California Dreaming (feat. Paul Rey),['Arman Cekin'],0.714,0.747,-6.505,0.0393,0.533,0.00893,0.125,0.0971,100.043
7oAraczbemGSNWqnbkU87R,Too Good At Goodbyes,['Sam Smith'],0.515,0.378,-8.264,0.065,0.618,0,0.172,0.536,91.883
0Zrug5Ry3x6x60lohpEU0C,Roll it on Home,['John Mayer'],0.612,0.697,-6.737,0.0301,0.623,0.0145,0.124,0.712,154.945
0oiCeOPwm4zhwfyIpAE37y,Love on the Weekend,['John Mayer'],0.718,0.583,-7.884,0.0288,0.623,0.000681,0.0612,0.422,119.971
1G4s7WkhgmdQvYaGCHjw1G,"Theme from ""The Search for Everything""",['John Mayer'],0.595,0.337,-11.06,0.0263,0.896,0.928,0.121,0.362,90.973
1LM6t24SjQr2bJHqeGIR4U,Still Feel Like Your Man,['John Mayer'],0.858,0.6,-6.677,0.0631,0.547,0.00117,0.132,0.515,106.023
1crSsvtU9wZB15dIQXV2QH,Moving On and Getting Over,['John Mayer'],0.85,0.461,-9.018,0.0531,0.591,0.0405,0.0922,0.621,94.037
3TQbr3G3U5wlwEJejmqC1F,Never on the Day You Leave,['John Mayer'],0.536,0.355,-8.61,0.0259,0.733,1.22e-05,0.138,0.22,139.888
5KsLlcmWDoHUoJFzRw14wD,Rosie,['John Mayer'],0.758,0.465,-6.547,0.0374,0.489,5.13e-05,0.116,0.758,138.9
5ddXMXmXZ2FN4iliTG20nO,Emoji of a Wave,['John Mayer'],0.494,0.365,-8.92,0.0279,0.772,0.000961,0.139,0.191,165.764
6eIygPhGcBFKKcxlGTJlY0,Changing,['John Mayer'],0.43,0.336,-7.778,0.0285,0.583,0.00273,0.132,0.393,183.674
701DK0It9f7iurRnzKvF0y,Helpless,['John Mayer'],0.76,0.598,-5.838,0.0268,0.151,0.00259,0.0314,0.937,103.977
77Y57qRJBvkGCUw9qs0qMg,In the Blood,['John Mayer'],0.546,0.655,-6.526,0.0255,0.386,1.04e-05,0.0983,0.518,80.007
0kN8xEmgMW9mh7UmDYHlJP,Versace on the Floor,['Bruno Mars'],0.578,0.574,-6.209,0.0454,0.196,0,0.083,0.301,174.152
2Dv7PTwSoB17f3VFDIKw8m,Dissolve Me,['alt-J'],0.557,0.605,-8.194,0.0376,0.0986,0.0394,0.0859,0.121,107.951
75Y88Zol5lYhme2YOI544T,The Stand,['Mother Mother'],0.696,0.87,-3.566,0.0487,0.00213,0.000229,0.0525,0.876,117.998
0pCTr2E9CtulIwNprituKi,Ms,['alt-J'],0.609,0.413,-11.407,0.0351,0.876,0.0239,0.0799,0.0697,130.969
2hE5Lm5XOHR4t3xlhIFauP,Fooled Around And Fell In Love,['Elvin Bishop'],0.633,0.621,-11.494,0.0313,0.042,0.0172,0.186,0.593,113.325
12pdXFcruNcPUbZypKUDgz,Love Is Mystical,['Cold War Kids'],0.567,0.863,-5.158,0.037,0.00462,4.77e-05,0.207,0.722,106.03
135EP4qT9Eo0Uu0fMIln2c,Love On The Brain - Los Feliz Blvd,['Cold War Kids'],0.378,0.431,-5.257,0.0335,0.862,0,0.0867,0.336,140.719
0AnJGlNdR56Hco4c2f4IYz,Polygon Dust,['Porter Robinson'],0.482,0.757,-3.387,0.042,0.0297,0,0.0819,0.412,95.002
0nejfXN5tjdICWIdfakXWx,Lionhearted,['Porter Robinson'],0.621,0.74,-6.925,0.034,0.0244,0.00219,0.174,0.349,119.993
18cCBvygH6yEFDY0cYN3wT,Divinity,['Porter Robinson'],0.496,0.55,-5.418,0.034,0.00755,0.0122,0.0814,0.144,90.036
1JY6B9ILvmRla2IKKRZvnH,Sad Machine,['Porter Robinson'],0.47,0.706,-4.902,0.0322,0.034,1.31e-06,0.0726,0.327,88.519
1LikBIcmCec6zE64SHFcMK,Fresh Static Snow,['Porter Robinson'],0.636,0.499,-5.775,0.041,0.00744,0.0169,0.112,0.234,90.996
2JgbGCxtzRp6wL5H1DgxV7,Fellow Feeling,['Porter Robinson'],0.312,0.545,-5.336,0.0796,0.0968,0.093,0.277,0.114,128.124
2lNFWUrxuNaQsf5I1pDTPr,Sea Of Voices,['Porter Robinson'],0.215,0.437,-8.103,0.0309,0.206,0.576,0.0696,0.0445,127.595
4DHkzbZSWxsCsvRoEzr28A,Years Of War,['Porter Robinson'],0.517,0.74,-5.059,0.0341,0.00574,0.00179,0.109,0.174,110.001
5OsKqfRR6OuGGaMcKPG1ti,Hear The Bells,['Porter Robinson'],0.319,0.64,-3.872,0.032,0.424,2.63e-06,0.294,0.0805,140.054
6BivCuyKJtgLa9ooFsvUoZ,Flicker,['Porter Robinson'],0.589,0.713,-3.756,0.0976,0.0331,0.000411,0.178,0.547,92.018
786ymAh5BmHoIpvjyrvjXk,Goodbye To A World,['Porter Robinson'],0.444,0.35,-7.194,0.0483,0.453,0.109,0.0824,0.0973,95.979
1p2t6x0xFXuB6zWcZZ0SmZ,Natural Light,['Porter Robinson'],0.444,0.267,-11.003,0.124,0.39,0.875,0.102,0.0734,135.108
1Y9EQOGTAeHwVyIcX3Dsi4,Slack Jaw,['Sylvan Esso'],0.526,0.102,-15.142,0.11,0.739,0,0.0888,0.32,139.085
0GN3fXUdsTHeUg50xfDS0V,Sugar for the Pill,['Slowdive'],0.533,0.545,-7.681,0.0243,0.207,0.797,0.113,0.419,98.014
0ZNYGrmcehorhh9JOeg5Iv,Stay Alive,['José González'],0.714,0.306,-12.111,0.0388,0.726,0.168,0.0924,0.314,129.984
5vtyFzfLkCSJvXEZFjQAa1,Your Shirt,['Chelsea Cutler'],0.426,0.476,-6.64,0.0741,0.185,0,0.327,0.169,179.793
6YQeOwMMAkB9MV9yMWmrjh,Threat of Joy,['The Strokes'],0.594,0.728,-6.917,0.0281,0.216,0.0881,0.124,0.687,137.97
1wjzFQodRWrPcQ0AnYnvQ9,I Like Me Better,['Lauv'],0.752,0.505,-7.621,0.253,0.535,2.55e-06,0.104,0.419,91.97
0LtOwyZoSNZKJWHqjzADpW,Feels Like We Only Go Backwards,['Tame Impala'],0.303,0.9,-2.352,0.0574,0.0277,0.635,0.11,0.491,149.508
51lPx6ZCSalL2kvSrDUyJc,You're Gonna Live Forever in Me,['John Mayer'],0.542,0.131,-14.104,0.0316,0.983,0.00544,0.156,0.319,136.161
0bYDebBlQxsDR4hCgbbpOW,I'm Gonna Find Another You,['John Mayer'],0.511,0.34,-9.928,0.0299,0.821,0.00876,0.0763,0.269,75.328
1IdTIzkTK6CcpKKgMUGbg7,Vultures,['John Mayer'],0.881,0.478,-10.386,0.0304,0.476,0.00574,0.0737,0.803,97.807
2jdAk8ATWIL3dwT47XpRfu,Slow Dancing in a Burning Room,['John Mayer'],0.667,0.361,-8.69,0.0273,0.575,0.00506,0.0805,0.29,134.018
35LDid9nvuYrUyZk5qGD0i,Belief,['John Mayer'],0.664,0.735,-8.024,0.0343,0.033,0.0413,0.0801,0.841,101.346
3E6iea9uEmB7gRru4lyP6h,Stop This Train,['John Mayer'],0.619,0.437,-11.756,0.0314,0.465,0.00619,0.0971,0.408,89.508
3SktMqZmo3M9zbB7oKMIF7,Gravity,['John Mayer'],0.753,0.326,-9.883,0.0342,0.731,0.00131,0.24,0.237,123.799
50DMG6AvtNzbrxMc62w6ph,Bold as Love,['John Mayer'],0.439,0.59,-6.407,0.0417,0.0995,0.00221,0.0718,0.4,125.897
78DwRIo6Vj6wqteyerGetr,The Heart of Life,['John Mayer'],0.495,0.238,-11.026,0.03,0.958,0.0118,0.0875,0.357,175.958
7MRn6wgG0ReDRNYV5wJeGX,In Repair,['John Mayer'],0.427,0.588,-6.721,0.0293,0.0538,0.0014,0.0697,0.394,145.099
7keXdrB4mz57u4b8YkCwag,Dreaming with a Broken Heart,['John Mayer'],0.61,0.349,-9.321,0.0301,0.554,0.0099,0.201,0.155,136.012
7peh6LUcdNPcMdrSH4JPsM,I Don't Trust Myself (With Loving You),['John Mayer'],0.842,0.384,-11.384,0.0353,0.638,0.000487,0.0998,0.604,84.026
5wQZwOxCGKKX7M1fOhgrQZ,For You - Bearcubs Remix,['Gavin James'],0.817,0.596,-9.684,0.166,0.406,0.00014,0.132,0.354,113.993
2Q18DQ9ohYiqMdYKvcv6Lp,Thirsty,['Pretty Sister'],0.859,0.892,-2.184,0.0653,0.0166,0,0.0231,0.962,119.977
6WF2RtSFkk32uPBiDrEPBU,Come to L.A.,['Pretty Sister'],0.619,0.678,-5.483,0.376,0.611,1.36e-06,0.31,0.891,173.902
2dfHh7ECGxfNqZTQno09Vk,Hearts Don't Break Around Here,['Ed Sheeran'],0.604,0.366,-7.881,0.0267,0.719,0,0.162,0.181,105.177
5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,['James Arthur'],0.358,0.557,-7.398,0.059,0.695,0,0.0902,0.494,85.043
4lRrk574qIHpoEEKC1zuam,At Your Best (You Are Love),['Aaliyah'],0.626,0.441,-10.637,0.0308,0.761,0.0138,0.0685,0.563,78.094
3R6dPfF2yBO8mHySW1XDAa,Solo Dance,['Martin Jensen'],0.746,0.846,-2.432,0.048,0.0485,0,0.195,0.403,114.955
0IniDDYo8XdZkiIp5EmBP6,Miss Mirage,['NoMBe'],0.385,0.581,-7.307,0.0525,0.379,0.000257,0.42,0.242,134.435
7sMBRW8Y8iL19IchYMAogN,Feds Did a Sweep,['Future'],0.799,0.468,-10.077,0.267,0.437,1.7e-06,0.0778,0.344,117.994
4GIsskMpViPkt0uzPJTJSp,"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",['The Notorious B.I.G.'],0.833,0.628,-7.041,0.141,0.0949,1.6e-06,0.282,0.645,106.328
0K7Dd9DP6fvOl0mrlX0aUa,Rich Boy,['Galantis'],0.738,0.901,-2.212,0.0452,0.0706,0.0139,0.0753,0.646,109.987
68vezH3cT6dVOABipmGZ9R,The Right Song,"['Tiësto', 'Oliver Heldens']",0.546,0.894,-3.56,0.0898,0.459,0.000106,0.322,0.387,125.031
4cRBqWBjuccCowYVHFlXK6,Redemption,['Drake'],0.694,0.314,-7.82,0.116,0.611,2.07e-06,0.117,0.341,119.905
4BhGTc3Cgay2U1QcTS7vQe,Fire & Desire,['Drake'],0.722,0.252,-14.411,0.0761,0.0671,0,0.0852,0.275,79.923
7lQPebfYdc97DMfQxp4BiA,Falling (feat. Malika),['Snakehips'],0.556,0.847,-3.281,0.258,0.198,0,0.615,0.521,94.261
1Gzv0cMy3xm7sgN5gd7WkU,Sun Is Shining,"['Axwell /\\ Ingrosso', 'Axwell', 'Sebastian Ingrosso']",0.474,0.756,-2.973,0.0518,0.0747,0,0.0693,0.413,131.84
6gpcs5eMhJwax4mIfKDYQk,Slide (feat. Frank Ocean & Migos),['Calvin Harris'],0.736,0.795,-3.299,0.0545,0.498,1.21e-06,0.254,0.511,104.066
3DDBSKvXiGEN4MiuqbJq34,Cutting Shapes,['Don Diablo'],0.712,0.913,-3.867,0.218,0.0249,0,0.0939,0.569,125.901
00xjXIoyDIQYSYve03VsXf,Die with a Smile,['FKJ'],0.651,0.414,-5.754,0.031,0.774,0.000478,0.122,0.23,88.983
0l11X0LjNaMJnYahwcR7l1,Lying Together - Interlude,['FKJ'],0.54,0.173,-12.854,0.0498,0.973,0.559,0.171,0.29,101.63
0qGQXQdUNwPYQadGuELgEI,Why Are There Boundaries,['FKJ'],0.488,0.228,-9.13,0.0429,0.686,0.00374,0.0835,0.317,80.982
0uPA6fX70cCdfG172jdcKO,We Ain't Feeling Time,['FKJ'],0.551,0.438,-6.187,0.0395,0.681,7.32e-05,0.11,0.199,83.932
1962HRBinZRAbyfm75CsK9,Joy,['FKJ'],0.752,0.761,-6.022,0.0372,0.0635,0.817,0.152,0.544,113.99
1WNOscEdUrRvDwHotfeAW5,Lying Together,['FKJ'],0.791,0.729,-6.234,0.0646,0.456,0.291,0.0957,0.0782,102.021
3KrTlYioYhUIvd8IoptcTN,Go Back Home,['FKJ'],0.786,0.552,-7.179,0.0763,0.46,0.451,0.12,0.487,96.009
4c60yLpE5lXvICT0pyEaZ5,Better Give U Up,['FKJ'],0.525,0.72,-6.916,0.169,0.176,0.00648,0.0769,0.483,91.708
5Wx9xfNURyR3OaMNNlEk8j,Canggu,['FKJ'],0.614,0.469,-6.603,0.0605,0.0888,0.21,0.112,0.292,85.994
