trackid,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
3n69hLUdIsSa1WlRmjMZlW,0.615,0.658,-7.299,0.0343,0.096,0.000911,0.205,0.293,150.093,Alternative
2IIxLFPyMovWPX1sbkuTI4,0.485,0.477,-6.807,0.0267,0.677,1.05e-05,0.115,0.14,151.838,Pop
2bwasD31sM6KNgknNmUdYL,0.506,0.51,-8.334,0.0275,0.758,0.0153,0.103,0.24,140.054,Alternative
7z4hUzuhWm64LDn0Qbyv5y,0.677,0.409,-6.796,0.0461,0.681,3.53e-06,0.0962,0.132,102.952,Pop
1kJWHmJoFddhfeFHkavXLu,0.436,0.303,-10.187,0.0496,0.858,0.000685,0.137,0.192,90.751,Pop
4PJucXvGSWqj87QOBHl4KC,0.464,0.898,-4.81,0.138,0.0105,0.0362,0.341,0.699,82.017,Pop
7EW6U2Qiikd51ApDZmllMx,0.785,0.385,-12.173,0.0416,0.665,0.0944,0.108,0.219,100.037,Electro
48W1cLE8KD0n4SWtj3YLtz,0.458,0.742,-6.596,0.0338,0.0259,0,0.142,0.632,99.356,Alternative
2J3n32GeLmMjwuAzyhcSNe,0.517,0.804,-5.101,0.0572,0.0656,0,0.157,0.61,157.974,Alternative
6bOdnGr6DSO4vmkXS3y4UM,0.566,0.593,-7.348,0.0349,0.0206,0.0654,0.121,0.806,111.001,Alternative
3uulVrxiI7iLTjOBZsaiF8,0.636,0.901,-7.094,0.118,0.119,0,0.391,0.836,162.994,Alternative
6GnhWMhgJb7uyiiPEiEkDA,0.843,0.435,-8.442,0.178,0.47,0,0.147,0.19,120.058,Alternative
613sTvP8USXm8SEKWsqCuv,0.527,0.807,-5.472,0.394,0.585,0,0.34,0.72,79.788,Alternative
0vbbhcA6okLzvsy6WSTlLg,0.669,0.747,-7.108,0.0428,0.141,0,0.185,0.483,122.531,Alternative
5puU24G3lHVsUXPAWW2ZpV,0.618,0.239,-8.371,0.0274,0.791,0,0.1,0.327,96.846,Alternative
2CW1geAxlM04INRmcoytvW,0.767,0.449,-7.158,0.0364,0.024,0.000299,0.151,0.908,95.03,Alternative
4z0PnuB07fxtVZZRWsCfxb,0.735,0.749,-3.766,0.0874,0.371,0,0.47,0.373,93.718,Alternative
0oz4ZqHuUaz3uEkP2vD0u8,0.446,0.435,-5.874,0.107,0.621,0,0.107,0.232,50.176,Alternative
2nGFzvICaeEWjIrBrL2RAx,0.739,0.511,-7.844,0.0362,0.167,1.34e-06,0.133,0.542,96.038,Alternative
4KANJH1baadr3U7XsVbM17,0.683,0.601,-6.927,0.0308,0.164,0,0.119,0.62,98.97,Alternative
72Dqxjg7o196cTyQpbkzcg,0.686,0.828,-7.012,0.047,0.00858,0.112,0.283,0.807,111.998,Alternative
2tF4xBwjbGsumYuQ0yJsn0,0.52,0.785,-7.179,0.198,0.0545,0.000578,0.0616,0.279,175.998,Alternative
0RE6THjoBFOhcd70Y1Yjbi,0.541,0.817,-5.297,0.0729,0.243,0.00491,0.178,0.497,90.098,Electro
5OCfUMSCn4Snd1Jbd89yw7,0.501,0.635,-6.804,0.0813,0.428,3.07e-05,0.13,0.332,174.212,Alternative
5oMwpOqhoSHsYHczxcmx5g,0.632,0.945,-3.352,0.0545,0.0015,0.00855,0.138,0.22,99.998,Rock
2YJteg9DepEACnTc15i7ni,0.676,0.791,-5.384,0.0562,0.00247,0.399,0.0939,0.54,149.816,Pop
5lOtRTRSUg0OJFd5ircx5R,0.62,0.978,-5.187,0.0803,0.00115,0.888,0.0667,0.394,102.013,Pop
1rdctgxtXiXOYOqikuq6AY,0.677,0.812,-5.171,0.0476,0.00402,0.000284,0.265,0.319,102.983,Alternative
6U2vGiMNVhJiJqxrlu18uV,0.708,0.892,-5.752,0.0851,0.0017,0.285,0.129,0.799,110.048,Rock
0A5cDtbeMHUHpRBvYrGQqc,0.59,0.912,-5.074,0.0322,4.2e-05,0.00535,0.341,0.887,145.029,Alternative
5U4KRcekwiXvLv5Xz6DLZW,0.605,0.942,-4.474,0.154,0.00379,0.117,0.124,0.563,100.057,Alternative
6ZDk3PGFkRKGgk6aSkw2T9,0.683,0.781,-5.324,0.0467,0.00534,0.00163,0.0661,0.7,102.985,Alternative
44CZRkOxv7UItaAUmh8PgN,0.775,0.655,-7.333,0.102,0.114,0.00016,0.035,0.346,114.503,Reggae
1RgGyMLVeENUjdo3uUNH1X,0.484,0.48,-9.146,0.358,0.133,9.58e-05,0.0909,0.459,112.004,Dance
1fMEUGs5CvRv0VrcJlQITt,0.784,0.882,-3.646,0.0451,0.0377,0,0.65,0.699,120.017,Electro
40l6kD8HvlIuL46LNVNHYo,0.686,0.494,-10.632,0.0447,0.323,0.0473,0.104,0.639,138.969,Pop
343CklNc0LsVklsq7IUZ0v,0.657,0.415,-11.56,0.112,0.603,8.23e-06,0.0702,0.6,123.982,Rap/Hip Hop
4mfg4WzCqwSlz4lqTucWPB,0.38,0.557,-8.932,0.0796,0.141,5.62e-05,0.0644,0.543,127.922,Alternative
1jJSWxXVeKpW4FtqxLrC5l,0.576,0.283,-13.004,0.039,0.897,0.892,0.0841,0.252,119.277,Alternative
3kR1DF3AAFCzOtzMIErJ4H,0.503,0.445,-7.624,0.0292,0.163,0.000475,0.111,0.382,88.866,Alternative
2YRJxFhJQQvUsf14rXpvBD,0.661,0.592,-5.215,0.027,0.184,1.88e-05,0.102,0.256,86.069,Alternative
6QQySoaR2sOHKAIqufbUsX,0.291,0.547,-13.195,0.0563,0.599,0.512,0.114,0.123,159.745,Electro
2zsa7Z6gCA5eBg0p9pbyLs,0.551,0.594,-9.912,0.161,0.119,0,0.535,0.507,89.524,Alternative
1gSBLulQmwHmFkw14KxGhl,0.46,0.201,-12.351,0.0713,0.914,0.288,0.167,0.158,102.176,Alternative
6JG0qhINKVwiHxqN85j7RG,0.607,0.784,-6.293,0.268,0.433,0,0.689,0.482,81.004,Pop
26RcjBcThMrZ8KvsqApOvN,0.458,0.74,-5.65,0.245,0.0256,0,0.296,0.37,79.255,Alternative
3RiPr603aXAoi4GHyXx0uy,0.491,0.693,-6.487,0.0377,0.211,6.92e-06,0.325,0.412,90.027,Rock
5imShWWzwqfAJ9gXFpGAQh,0.578,0.756,-5.82,0.115,0.157,0.000232,0.249,0.663,176.739,Pop
58Qol5xzalwqF912GE9vQv,0.629,0.572,-9.332,0.0307,0.32,0.000853,0.109,0.182,93.997,Alternative
4ZBqVsaZnlRqfqwaXRFu5T,0.615,0.472,-6.073,0.0267,0.325,0,0.115,0.327,80.072,Alternative
35jynLgwWg0jinvMmZirNQ,0.454,0.579,-4.5,0.342,0.0228,6.55e-05,0.27,0.403,119.435,Alternative
74n7ltUj1N7KXSibcW0juN,0.363,0.703,-5.033,0.275,0.209,0,0.254,0.335,179.313,Rap/Hip Hop
5Gtn8HgCAo0TUiaKKgP6us,0.418,0.403,-10.53,0.0294,0.555,0.024,0.108,0.149,105.801,Pop
53jnRdT0VXUOY5hpFiIjKL,0.383,0.608,-5.855,0.0383,0.235,0.117,0.108,0.438,163.751,Pop
2rEp7goMDKcacAgJCGBeEC,0.21,0.909,-2.056,0.119,0.000454,0.438,0.0597,0.666,161.721,Alternative
6AWQg8Ag7pYRoEvYTpft4F,0.458,0.312,-11.005,0.208,0.894,0.0409,0.112,0.111,178.594,Folk
6qIkFAK6lTS4PMu2skqn5j,0.699,0.718,-6.999,0.0364,0.933,0.237,0.113,0.707,86.585,Alternative
5nwmpDEN8CqQoLeypoaenL,0.381,0.768,-4.314,0.0526,0.0997,0.125,0.0954,0.51,154.213,Folk
75zs6iODTdwjJDnd0Vyck7,0.374,0.627,-6.754,0.0379,0.0768,0,0.109,0.442,112.336,Folk
3Z9LAdAlhMWX6KrWW0DGNp,0.382,0.57,-5.261,0.044,0.218,0.194,0.316,0.188,100.754,Folk
3ABYGT6fB6ocDDYZ7vj4lj,0.356,0.395,-8.289,0.0251,0.307,1.36e-06,0.332,0.258,85.904,Rock
5feFX0ei7p8P0cibHswl5q,0.626,0.333,-11.413,0.0365,0.824,0.0103,0.107,0.318,130.835,Alternative
70zapGEw5KQiHBhjNcGjzo,0.304,0.415,-10.132,0.0303,0.112,0,0.107,0.186,50.593,Singer & Songwriter
65wx71brAmEQz66GXXF8gI,0.547,0.43,-7.393,0.0667,0.848,0.613,0.0825,0.175,114.729,Singer & Songwriter
1bw3fTvPKyLKFIuJi84JUl,0.55,0.295,-11.751,0.0472,0.127,0,0.0942,0.29,131.089,Singer & Songwriter
7LfT2B5XZF5c86iNcSwYc9,0.231,0.164,-13.362,0.0411,0.795,9.68e-06,0.117,0.108,75.211,Alternative
3UyldnLCL2sKLy4eyP6Au5,0.631,0.478,-8.908,0.0427,0.0306,0,0.0946,0.169,77.004,Alternative
60RQzkEUiZePyMOfvWWTpk,0.416,0.49,-8.201,0.065,0.101,6.98e-06,0.13,0.206,141.104,Alternative
10P4pphovyx8PAoz4OPZ4L,0.538,0.793,-4.748,0.093,0.0602,0,0.635,0.638,88.915,Alternative
2gXczlSLzhskaTRLdAwBEw,0.65,0.75,-5.178,0.0295,0.137,0,0.0974,0.535,98.749,Alternative
1pqTwZjZQ2DukbY7NmGqqV,0.364,0.702,-5.664,0.0579,0.0127,0,0.141,0.361,120.719,Alternative
2wDSi9KYZKExnLJrU80yz2,0.502,0.847,-5.356,0.0511,0.00111,0,0.109,0.398,83.509,Alternative
53VPCNRpCj52gDgVrLtG5y,0.598,0.852,-4.227,0.0291,0.112,0,0.28,0.828,97.617,Alternative
2eQOMQkStoRUQyq6HGh1iG,0.307,0.847,-4.215,0.0551,0.0215,0,0.0783,0.34,93.072,Electro
5p11enG0zbGaTCUiyCOZen,0.224,0.95,-3.953,0.0452,0.0404,0,0.386,0.747,124.266,Alternative
5KQDGl3vAkNGyfvSbaW89E,0.612,0.921,-5.338,0.0705,0.0115,0,0.166,0.674,96.042,Alternative
6GX1zjEDqeI6ogBtkFjleM,0.728,0.7,-4.884,0.0374,0.0342,0,0.191,0.474,100.025,Electro
5XPIxfvPdTGPi4VLKo6lkw,0.579,0.68,-5.634,0.076,0.0157,0,0.0699,0.211,100.033,Films/Games
4u56hauxffrToRHgW0czyf,0.699,0.753,-5.293,0.0388,0.0205,0.405,0.104,0.211,99.998,Alternative
3HT8HCYGYXaAUH6SKNBaS0,0.679,0.576,-8.515,0.0335,0.0791,5.8e-06,0.21,0.724,136.01,Alternative
2LhhnqrHPWvXYveZVHLKrd,0.775,0.734,-5.41,0.215,0.00138,0,0.304,0.342,90.001,Alternative
4txn9qnwK3ILQqv5oq2mO3,0.519,0.809,-6.362,0.556,0.388,0,0.275,0.262,146.02,Alternative
6eGOhP07wbi8A1vRRB6GcA,0.745,0.572,-7.003,0.174,0.705,0,0.146,0.663,89.051,Alternative
6NyhBA9M6KK0fuVsojxL00,0.478,0.546,-8.59,0.354,0.26,0,0.0951,0.373,79.237,Alternative
6z0W2cs30xwIo2dsXc0aWj,0.493,0.693,-4.445,0.0508,0.0298,0.000607,0.294,0.319,79.028,Alternative
5VF6OStYFWd5QTpxTvDXCU,0.599,0.67,-5.64,0.059,0.169,0,0.633,0.394,105.065,Alternative
3k6tAqRSWo0nOeLXBsHf9m,0.587,0.73,-7.272,0.0365,0.0429,0,0.789,0.55,124.041,Alternative
2IO7yf562c1zLzpanal1DT,0.731,0.58,-7.328,0.0399,0.223,0,0.129,0.319,119.997,Alternative
7KcaLwt7MwfCGgqmdKiJUl,0.577,0.662,-6.518,0.0487,0.0524,0,0.0836,0.551,117.892,Alternative
2xAmWeTvhRhuYY8Adwp1LD,0.664,0.693,-8.239,0.0541,0.158,0,0.157,0.511,83.964,Alternative
6fs3GbtJ3PCf0uYX2MlmG4,0.497,0.669,-7.402,0.0574,0.04,0,0.1,0.317,100.696,Alternative
5XijWLBY0vwl5MPUpQA2Ha,0.507,0.553,-7.62,0.046,0.126,0.000175,0.087,0.181,130.072,Alternative
4vLlxIfWGY2b4bxRb1X0C4,0.487,0.637,-5.518,0.0294,0.0205,7.67e-05,0.274,0.273,86.981,Alternative
1QqVXJhaHXpWHrnaEvTzi1,0.612,0.665,-4.519,0.0292,0.0119,0,0.0928,0.384,99.989,Alternative
3zqBPZwEAWD4Sro3eM2Bjq,0.541,0.653,-6.703,0.0465,0.00618,0,0.189,0.286,122.02,Alternative
1FJAFdjULGm5uCc6fcnGu4,0.598,0.635,-6.341,0.0573,0.033,0,0.0898,0.335,124.883,Alternative
3w7trw4eu0CsEudrWj8Gpb,0.395,0.608,-7.347,0.0622,0.562,0.00566,0.103,0.333,98.162,Alternative
0qdCyJF7x8voINUZSraRut,0.594,0.748,-5.526,0.0629,0.0887,0.000168,0.0871,0.306,80.014,Electro
0ENSn4fwAbCGeFGVUbXEU3,0.481,0.451,-6.095,0.0347,0.336,0,0.0872,0.289,157.966,Electro
6kCxcZRkvSYXYVuBGCkhzx,0.568,0.669,-6.405,0.0695,0.0927,0,0.109,0.648,178.154,Electro
2SnFtnLMQhzK6GtsGjw7Vc,0.474,0.274,-20.106,0.13,0.67,0.88,0.227,0.0916,79.966,Alternative
6CTxqx9pxaoOxOYZSbsqDc,0.723,0.81,-3.983,0.0338,0.0337,0.00493,0.566,0.963,155.026,Electro
3qnLoEFZ43o4GH5QVKSvM1,0.672,0.741,-8.577,0.0431,0.0927,1.98e-06,0.103,0.864,112.549,Alternative
2WjoUwRxjklXe1bR4CbORN,0.546,0.653,-9.279,0.0537,0.134,0,0.0894,0.961,110.901,Alternative
3dnuwPEfSXBAlvP8fG9Pyv,0.782,0.808,-8.374,0.0291,0.0298,0,0.161,0.971,104.983,Alternative
4MrAqEGfuH3XCx6PGpERVi,0.746,0.393,-8.995,0.0448,0.237,1.03e-05,0.12,0.708,94.983,Alternative
0bHWlMEmRyayHDuTG5hP2G,0.717,0.651,-5.895,0.0306,0.203,0,0.265,0.873,107.16,Alternative
0pGyXRaXMjWFasWjO4oDNi,0.74,0.589,-5.355,0.0349,0.0642,0.0994,0.141,0.869,109.981,Alternative
4aSOhkpNKBrTMeXROVxVsl,0.447,0.466,-8.06,0.0396,0.0511,0.000228,0.284,0.278,175.38,Rap/Hip Hop
78oSwUQHhkDxNIFP1T4y5O,0.328,0.233,-12.756,0.0303,0.286,4.32e-05,0.115,0.183,73.131,Rap/Hip Hop
6Zewjs7at1sPyc03lUoAHB,0.439,0.647,-5.634,0.0274,0.815,0,0.0928,0.567,153.932,Pop
17pOLaBouf2EleJjsHfJSg,0.547,0.82,-6.728,0.0805,0.261,0,0.3,0.933,118.208,Electro
0PGwM5vdr5fMejx0IIAYXj,0.674,0.584,-8.204,0.0318,0.466,0.00195,0.187,0.96,98.293,Electro
0Rm2G83ELwkuEgpHlJcBPn,0.406,0.0307,-17.636,0.04,0.951,0,0.0984,0.245,136.716,Alternative
57K5RyWj4jOlc07wRz6axh,0.457,0.275,-12.553,0.0468,0.741,0,0.115,0.18,120.044,Pop
36tghkPg1AO4HsAzo6YpPp,0.68,0.693,-7.234,0.0435,0.445,0,0.208,0.851,114.948,R&B
0OfZ9imMwFU03zc2wl8pBt,0.743,0.564,-8.761,0.045,0.299,0.000693,0.109,0.505,120.012,R&B
2md1DZkCLRt1f44lEy5JJm,0.414,0.67,-7.665,0.0453,0.488,0.208,0.359,0.371,168.056,Alternative
1cSpPl4FhWtft5fUTqRr8f,0.63,0.501,-8.714,0.0394,0.672,0.00131,0.237,0.192,111.932,Alternative
7DT8GwyRKluJhnl0BEOUA2,0.409,0.485,-8.774,0.102,0.178,2.22e-06,0.193,0.119,59.05,Alternative
4aBi3ZJdrtLYKiMCKVvvht,0.264,0.128,-15.443,0.034,0.885,0.352,0.105,0.0774,148.499,Alternative
0ObmUtbDIm8AZfu5h5H0B4,0.517,0.472,-10.286,0.0294,0.043,9.6e-06,0.0805,0.287,100.038,Alternative
09X69JP44yIDYc73xcX0ro,0.65,0.672,-7.643,0.0388,0.178,0.215,0.191,0.208,94.534,Alternative
2mzlWjelDn7sOXNCPusW5g,0.494,0.694,-6.123,0.0742,0.0955,0,0.0686,0.798,132.441,Alternative
2CPturRUlpvirYr7VpkXCV,0.69,0.729,-5.819,0.221,1.7e-05,0.0431,0.152,0.357,91.376,Alternative
7ve7SjgFNCQiuwaYP6uERF,0.36,0.912,-4.631,0.121,0.0534,0,0.183,0.624,202.791,Alternative
3LSY9s9h6RmHRTXOtRA5oK,0.314,0.207,-14.707,0.0314,0.97,0.0046,0.0823,0.0524,76.529,Alternative
4Cr5ZdbgntUlinyEfrFYIl,0.546,0.221,-8.915,0.063,0.868,0,0.0994,0.593,128.144,Alternative
6rlgy1boD69A3mcV7VzPRL,0.418,0.925,-2.798,0.0926,0.0113,0,0.0773,0.596,155.73,Alternative
2OZ7Odu0YwvzCMn6KlbBRk,0.725,0.732,-6.594,0.156,0.0501,1.8e-06,0.104,0.515,93.029,Alternative
3mfu1aiVjGwjkAzDHcKsQW,0.682,0.785,-5.867,0.0399,0.0806,0.000475,0.106,0.427,101.983,Alternative
45poiRdGG83MJJujvoj4GG,0.324,0.789,-8.04,0.441,0.00772,1.44e-05,0.0638,0.525,180.062,Alternative
5E25h3rC8rrQx2MCaksjsJ,0.363,0.358,-11.055,0.0415,0.789,0.000175,0.116,0.176,124.041,Alternative
13HVjjWUZFaWilh2QUJKsP,0.546,0.311,-10.396,0.0288,0.818,1.65e-05,0.107,0.246,147.464,Alternative
1bKQdPJ9lid6Yg26HAx8Tf,0.649,0.76,-7.275,0.0298,0.577,0.332,0.107,0.654,106.002,Alternative
5UhhOlB5vCo7q04cJhWfzR,0.429,0.348,-10.763,0.0454,0.433,0.0976,0.286,0.0689,135.266,Alternative
1lguQJjlNrIOoOylYVZN3M,0.423,0.797,-4.659,0.124,0.177,0,0.137,0.592,82.617,Alternative
6g7xC9OZLEzjWUMuS119LP,0.266,0.163,-17.849,0.035,0.746,0.84,0.0782,0.188,122.913,Alternative
0Bs26eFMMOyN9UakwlZm3g,0.541,0.407,-8.801,0.0692,0.757,9.4e-05,0.103,0.31,80.572,Alternative
46BjrnHmtkSNSTVWngBOoz,0.688,0.827,-6.505,0.0308,0.0265,4.94e-05,0.0722,0.532,115.924,Pop
1TrraTSPY0f4MaPTOokis8,0.682,0.763,-7.721,0.0433,0.129,0.2,0.0984,0.363,157.017,Alternative
7vKG1DfryZiZiTX2KVFTz8,0.342,0.609,-5.68,0.0943,0.185,0.00052,0.0799,0.401,82.989,Alternative
3gndTw98RiNlH4mYldIDEI,0.46,0.772,-5.986,0.112,0.0195,0,0.324,0.415,202.935,Alternative
2kpziA4mHuM7Na6La4upg1,0.791,0.494,-11.077,0.0456,0.478,0.00475,0.0996,0.317,109.998,Electro
6Ius4TC0L3cN74HT7ENE6e,0.517,0.705,-8.205,0.364,0.0751,0,0.128,0.584,175.906,Electro
1x5M7e748IC3LOejjvdOia,0.606,0.873,-7.07,0.0305,0.00137,0.00188,0.356,0.158,105.012,Alternative
6cWZQNgaL8yLtezJvag9Y9,0.549,0.594,-6.302,0.0496,0.65,3.57e-05,0.127,0.324,99.936,Alternative
3vv9phIu6Y1vX3jcqaGz5Z,0.713,0.802,-7.055,0.0561,0.0435,0.00377,0.309,0.343,100.001,Dance
5JcoMa65V2t1IqSsU385Bn,0.639,0.383,-7.78,0.133,0.299,3.42e-05,0.0811,0.226,109.073,Electro
6W9diysjR1V67SRLaygwlI,0.381,0.44,-5.539,0.0792,0.0344,4.09e-06,0.119,0.375,178.708,Alternative
1Qg0JhbqPhYki1a5bv7NgH,0.751,0.627,-8.242,0.0308,0.0165,0.000113,0.123,0.686,122.005,Alternative
1OzY7RRZh3EcIKn7VKZUTx,0.748,0.842,-3.107,0.0265,0.0217,4.24e-06,0.357,0.945,119.023,Alternative
7ePFDzrnLt3Ynqgy2UFWri,0.727,0.588,-9.568,0.0253,0.058,5.46e-06,0.0414,0.964,104.413,Reggae
4AzyYHQKBphpQonm3Hx15E,0.431,0.375,-15.142,0.0347,0.391,0.721,0.143,0.258,128.153,Electro
6kOrmPz9pkGzL4umBBRmWy,0.69,0.732,-5.499,0.0444,0.0214,0,0.0579,0.661,129.875,Dance
