trackid,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,label,genre
1pWscEL17ssjbKXIS5nlQv,0.634,0.775,-4.09,0.0346,0.00856,0.0,0.28,0.539,123.977,electronic dance music,Pop
6fVInDIxdHWVgIeIy5cCB4,0.415,0.533,-7.315,0.0316,0.142,0.00143,0.065,0.0997,180.151,electronic dance music,Dance
2hkNjGO4wr39MIiKaCdEpJ,0.709,0.801,-5.802,0.076,0.504,5.27e-06,0.255,0.907,115.041,electronic dance music,Pop
5IbGhC11AyT7Hq78lktWXr,0.759,0.672,-6.571,0.0542,0.446,0.000112,0.252,0.516,123.947,electronic dance music,Electro
2MsqWjZd0DkVhSBbikZKsO,0.636,0.789,-5.086,0.0354,0.208,0.457,0.106,0.356,149.984,electronic dance music,Pop
1SqeLPa1ig9qY6EQ1wkoZ2,0.719,0.906,-3.589,0.0774,0.0781,0.000432,0.0656,0.36,127.996,electronic dance music,Brazilian Music
5xI57FoOQ7pjfV2OW5lZIu,0.167,0.734,-9.075,0.0588,6.52e-05,0.0252,0.168,0.0324,179.651,electronic dance music,Dance
4GR9MdPIvrkxcEJ4RUbxPk,0.519,0.742,-3.554,0.061,0.315,8.42e-05,0.0836,0.246,127.971,electronic dance music,Dance
5PwBWK5eSvKCEWilFQrDnz,0.852,0.82,-7.443,0.0505,0.0241,0.804,0.156,0.0388,126.013,electronic dance music,Dance
1horDZRb64nwbtDXymIzLw,0.731,0.848,-4.254,0.0423,0.00495,1.81e-06,0.281,0.688,123.022,electronic dance music,Electro
396cvu8a3cxlf2XgxKy9qN,0.734,0.919,-3.931,0.0505,0.00954,0.0398,0.125,0.44,124.007,electronic dance music,Rap/Hip Hop
6J5pmiUOSEXFgPmpfxIQ7t,0.831,0.753,-5.101,0.142,0.0827,0.000723,0.169,0.479,127.942,electronic dance music,Electro
3JrMXGfyYUlBNKrHe99Csy,0.514,0.733,-6.056,0.0332,0.0785,0.244,0.37,0.0977,114.978,electronic dance music,Pop
1JTbJbRyNlPufYLC4DfFzm,0.509,0.912,-6.094,0.044,0.00511,0.0175,0.108,0.0798,130.03,electronic dance music,Electro
0yQcWzlTm0Rdm6d8snhIHM,0.804,0.911,-6.817,0.06,0.000799,0.918,0.0985,0.704,125.976,electronic dance music,Dance
7uwpYzvUwRfDx6P1hXEFCg,0.8,0.733,-9.391,0.052,7.91e-05,0.778,0.0795,0.399,124.007,electronic dance music,Dance
6xlgLRzZNTaeYmiwpB8HMi,0.963,0.298,-5.748,0.125,0.0181,0.0156,0.0756,0.802,130.014,electronic dance music,Dance
1ICToeswiu7ns2OufW3nTI,0.544,0.901,-4.23,0.0652,0.000419,0.000814,0.371,0.35,128.067,electronic dance music,Dance
5jda06eKGZt2xdfcxNNAw9,0.695,0.791,-5.818,0.0322,0.0123,1.37e-05,0.0864,0.26,128.024,electronic dance music,Electro
6KddlPfPQ0L8MyffEpo63p,0.567,0.738,-6.03,0.154,0.0129,7.27e-05,0.207,0.432,121.936,electronic dance music,Dance
1BsCq2fxpa1llb73lDdgw5,0.676,0.697,-5.934,0.0412,0.0772,4.65e-05,0.326,0.118,89.95,electronic dance music,Dance
45cvFH6fe2YcZ5f306OYMc,0.689,0.51,-6.707,0.0458,0.365,0.000333,0.126,0.25,111.951,electronic dance music,Dance
4lrSmkdnvtY6D6eej2IMJI,0.735,0.744,-4.67,0.0431,0.177,0.0,0.0919,0.185,124.006,electronic dance music,Electro
1EwZrwFcKH1CKsxgHborBR,0.641,0.837,-2.947,0.182,0.0277,0.0,0.152,0.82,150.047,electronic dance music,Dance
4kA6FTzS5HrR5tF8KIFfWY,0.621,0.832,-4.604,0.275,0.168,0.0,0.244,0.687,124.079,electronic dance music,Dance
2c0oLbC058vGMb89pAJ9EZ,0.667,0.874,-4.202,0.0515,0.00441,0.000625,0.0747,0.509,123.998,electronic dance music,Electro
6iwnG45xjN4ClAaUdwuJzk,0.683,0.886,-7.51,0.182,0.0267,4.88e-05,0.079,0.726,123.984,electronic dance music,Dance
6tf1s1MCmu9hFxaEupK9Hx,0.914,0.704,-10.678,0.168,0.0559,0.00591,0.263,0.599,123.034,electronic dance music,Dance
5jCtrhtNAQk9dQaxWvkUtH,0.696,0.547,-8.018,0.0459,0.477,0.587,0.0864,0.706,124.985,electronic dance music,Dance
0pJDnLRe38vYS1zAhpsESV,0.638,0.907,-9.357,0.0424,0.0208,0.855,0.107,0.0362,124.007,electronic dance music,Dance
5JfWqjclLkOUanKF8NHpOK,0.738,0.867,-3.033,0.127,0.0832,0.828,0.263,0.443,147.016,electronic dance music,Dance
5trOvTQBDmYG1JwBpRzvzi,0.424,0.886,-5.658,0.0429,0.0254,0.0,0.069,0.131,116.078,electronic dance music,Dance
0omWUsk8CRJVtjUgm6KqJn,0.393,0.676,-9.768,0.038,0.108,0.589,0.195,0.563,126.231,electronic dance music,Dance
4DSR2cb7UzNxOk6JF8lSU6,0.713,0.7,-7.836,0.164,0.552,5.4e-05,0.216,0.119,120.015,electronic dance music,Electro
5BcLDQktUu9e4pRCBZvyey,0.643,0.561,-7.421,0.179,0.189,0.0,0.522,0.502,161.95,electronic dance music,Pop
72dIta4TnoxWkZR2pztxnQ,0.895,0.759,-5.658,0.088,0.0148,0.024,0.0446,0.864,126.011,electronic dance music,Dance
1qYlzlWIWRaEGF9Qjf0T2P,0.685,0.52,-5.887,0.105,0.00347,0.0,0.0854,0.253,158.026,electronic dance music,Dance
77F3Vlj8ig6RQxfHQeOdyv,0.652,0.958,-4.735,0.0705,0.00653,0.0083,0.863,0.443,126.144,electronic dance music,Dance
06kxa3al7bUqRRo5nAFduZ,0.494,0.651,-4.127,0.0384,0.0819,0.0,0.104,0.162,149.979,electronic dance music,Electro
5jsWhGwAS5Nld14cFqYDbA,0.674,0.93,-4.054,0.0509,0.00136,0.349,0.583,0.287,128.016,electronic dance music,Electro
17RS1juqFr1QeANLv8z8vl,0.552,0.948,-4.499,0.101,0.0409,0.000158,0.19,0.509,128.081,electronic dance music,Electro
3ZCPKGCsRSDcP17h9ubhFp,0.759,0.631,-5.955,0.0537,0.333,0.0123,0.148,0.324,117.96,electronic dance music,Dance
4FYbo4yQzu3hGkj2Ix4ucW,0.664,0.66,-4.646,0.0243,0.512,0.0,0.26,0.355,99.946,electronic dance music,Electro
7nGL8a73ugTKpAo3IO2R7j,0.9,0.837,-5.621,0.134,0.00388,0.198,0.218,0.635,125.979,electronic dance music,Electro
44k1uFSTzAr0g3KlHwtNlA,0.574,0.783,-5.343,0.0677,0.00504,0.0228,0.114,0.432,125.971,electronic dance music,Dance
6O7c7tf1FQsrb3gjJX3oZk,0.777,0.793,-4.659,0.224,0.201,0.00189,0.338,0.561,122.106,electronic dance music,Pop
09sKH3nKtVZ6ovDReYRAu0,0.614,0.921,-4.199,0.0625,0.0205,9.67e-06,0.119,0.427,127.964,electronic dance music,Dance
048loMnaJkN2J73RahxmuO,0.743,0.628,-9.811,0.0446,0.000703,0.872,0.0865,0.192,121.983,electronic dance music,Dance
7lJCVtZmGLZh1WxRgOwmjv,0.759,0.712,-7.85,0.137,0.0642,0.764,0.224,0.0477,129.983,electronic dance music,Dance
6beEQyyd9dzTliSuFgrNZO,0.689,0.969,-3.949,0.0488,0.000826,0.759,0.0794,0.174,128.01,electronic dance music,Pop
4fX1PGVgbxqY6NVzZqhMuz,0.824,0.809,-4.277,0.0493,0.0307,0.135,0.0992,0.896,124.007,electronic dance music,Electro
5x6e4DOeorjY0o92X3bFPR,0.552,0.819,-3.149,0.0907,0.547,0.28,0.135,0.12,149.914,electronic dance music,Dance
5wEbE7unaIVmYCGgHDhQ08,0.701,0.706,-8.747,0.0381,0.255,0.000122,0.125,0.377,127.973,electronic dance music,Electro
1jbcSndepD4icGmA92i7s3,0.777,0.675,-6.386,0.0396,0.616,0.000399,0.32,0.778,128.037,electronic dance music,Pop
6JyuJFedEvPmdWQW0PkbGJ,0.457,0.899,-2.591,0.132,0.0019,0.0,0.831,0.298,147.268,electronic dance music,Alternative
45yGWpef0yba4OhPwjAksj,0.638,0.888,-7.099,0.044,0.065,0.00341,0.194,0.46,134.0,electronic dance music,Dance
6KKrLedoFW1nZWjj9WKvj9,0.536,0.759,-5.194,0.0682,0.0242,0.0,0.182,0.399,128.092,electronic dance music,Electro
6L5eyrIlO6GkRJAdqQEThe,0.54,0.892,-4.985,0.11,0.233,9.35e-05,0.195,0.152,106.594,electronic dance music,Electro
1ohLQfIwj9NUN7e5UKeDl9,0.693,0.866,-4.964,0.0498,0.0689,0.0,0.145,0.663,126.002,electronic dance music,Rap/Hip Hop
70c0rVbA4tyV2YLkBg42rX,0.703,0.789,-3.983,0.0638,0.0298,0.0113,0.251,0.315,127.975,electronic dance music,Electro
5fnA9mkIfScSqHIpeDyvck,0.763,0.875,-5.797,0.0262,0.024,5.41e-06,0.599,0.8,123.013,electronic dance music,Electro
6ZvveqkD4ZxVRbdQRPzlxk,0.792,0.763,-4.49,0.0594,0.0559,8.08e-05,0.108,0.242,119.974,electronic dance music,Dance
5DkrwQ1tl1SBxYXERxIsCC,0.639,0.667,-7.993,0.0725,0.0821,4.06e-05,0.323,0.457,140.015,electronic dance music,Dance
2EQRuQiXdvtSJT2Rw3fmlk,0.53,0.808,-4.038,0.0911,0.132,6.75e-05,0.105,0.319,123.904,electronic dance music,Electro
2boL20r5ldCoDVj6INsSvZ,0.61,0.748,-6.856,0.0475,0.0736,0.0,0.112,0.624,100.007,electronic dance music,Dance
1oSZmnB96HZB2R8mJJpwNg,0.646,0.731,-9.135,0.0481,0.0217,0.208,0.409,0.422,123.979,electronic dance music,Electro
0v2wlFNQNaA5O1Q5avy9MA,0.648,0.812,-5.086,0.137,0.0372,1.07e-06,0.0881,0.392,170.022,electronic dance music,Electro
2dpaYNEQHiRxtZbfNsse99,0.687,0.792,-2.749,0.0452,0.191,0.0,0.167,0.671,100.015,electronic dance music,Electro
0RWqE2ZaulvnN1i40qIhDh,0.7,0.865,-5.827,0.133,0.0136,7.56e-05,0.0718,0.78,128.04,electronic dance music,Dance
3wCJ4GauHpkqf3JnmlBs6D,0.786,0.992,-5.834,0.05,0.00888,0.837,0.12,0.747,133.142,electronic dance music,Dance
39npZ2mx3dWuNdGRg9PBm0,0.253,0.507,-5.364,0.0309,0.0303,0.00053,0.0848,0.097,128.627,electronic dance music,Electro
2SPEJMW2ZCB7qWCkBjA1DS,0.419,0.429,-10.581,0.0508,0.629,0.919,0.118,0.237,130.052,electronic dance music,Electro
7eD0McXhQOKQvaIQNzdccV,0.76,0.876,-7.065,0.0499,0.0123,0.185,0.0962,0.962,123.993,electronic dance music,Dance
4wosxLl0mAqhneDzya2MfY,0.732,0.874,-3.158,0.0662,0.168,1.17e-05,0.0489,0.905,122.961,electronic dance music,Dance
5QjLozhwuv9zYvwm7bqt9h,0.762,0.982,-2.49,0.0426,0.000538,0.67,0.328,0.47,124.977,electronic dance music,Electro
52c3RAPukGGK877Q7HYEPi,0.681,0.699,-7.601,0.0756,0.0417,0.19,0.797,0.292,127.898,electronic dance music,Dance
2ChOMSamIbDfZ4lA9yAiRA,0.586,0.861,-3.089,0.0617,0.00987,7.17e-05,0.128,0.478,142.16,electronic dance music,Dance
1hG6NH2jf25PhbxqVNXoRv,0.777,0.638,-5.095,0.0799,0.0883,0.015,0.094,0.878,118.007,electronic dance music,Electro
6nNP9VB5thT0G42JZFA4XX,0.758,0.763,-6.44,0.0684,0.178,0.0,0.075,0.563,116.018,electronic dance music,Dance
3esogDu1xpfphICWKjd8fp,0.768,0.796,-4.89,0.0758,0.0175,1.22e-06,0.0736,0.564,104.99,electronic dance music,Electro
7rmUSOrOLRBzI8Uq63qYcR,0.829,0.844,-4.329,0.0966,0.0521,0.00148,0.171,0.762,130.04,electronic dance music,Dance
2uXy1HdNQfuf4pNwKrhrVb,0.67,0.744,-6.159,0.23,0.11,4.4e-06,0.358,0.386,95.014,electronic dance music,Dance
5qBieMbPvR7klj9eN0N4nI,0.801,0.788,-10.753,0.0658,0.0087,0.841,0.0799,0.202,124.994,electronic dance music,Pop
0xIVvRmjztR1AwuHrkhH41,0.569,0.785,-4.057,0.0457,0.0505,1.12e-06,0.086,0.303,128.031,electronic dance music,Dance
3uA40UQsW7odYZc9JOEwZc,0.924,0.486,-9.729,0.309,0.195,0.317,0.107,0.683,122.884,electronic dance music,Electro
0dzKKW6FzIT7C38BdQBbgw,0.667,0.899,-2.144,0.0411,0.387,0.0,0.0712,0.389,110.005,electronic dance music,Dance
5wP1hrKmcBEnuVhBmwboch,0.666,0.498,-14.478,0.0629,0.0445,0.888,0.104,0.0615,122.011,electronic dance music,Electro
5680F4ILTYiMMAQ2zepFBp,0.538,0.895,-5.252,0.0344,0.00114,0.194,0.0859,0.155,123.991,electronic dance music,Dance
6iYQ7v2bpK2kSRZbRfmTRE,0.519,0.717,-5.135,0.0455,0.00536,0.0,0.112,0.229,125.078,electronic dance music,Dance
3uFB785sKR3RHdfKpiErij,0.392,0.974,-2.823,0.11,0.00622,0.0365,0.0969,0.0554,94.968,electronic dance music,Dance
52E7qutei1inKrIAcBYp89,0.465,0.663,-6.384,0.0298,0.0383,0.0092,0.168,0.178,150.03,electronic dance music,Dance
3TNUDlrTP5n2PJadGa1Jbs,0.49,0.947,-2.154,0.0622,0.00392,0.0122,0.105,0.346,173.999,electronic dance music,Electro
0U7mpjNkCqXY9pgzHXh2lW,0.386,0.685,-2.306,0.0359,0.0834,1.03e-06,0.344,0.172,90.569,electronic dance music,Electro
3ndxqLbXdqlXqDSpDWqB9Q,0.449,0.329,-17.71,0.034,0.387,0.981,0.117,0.609,124.88,electronic dance music,Dance
5yggIIezUpzzqnbNHB4FWc,0.683,0.701,-9.107,0.0285,0.00138,0.0332,0.137,0.329,121.996,electronic dance music,Electro
03nxyt0rhvpxuwJPqYqmoW,0.749,0.711,-7.208,0.11,0.0498,0.0,0.106,0.591,126.069,electronic dance music,Dance
0hOGs16VfxVaHZvuD0YizT,0.645,0.868,-5.041,0.0366,0.0469,0.0332,0.285,0.26,125.037,electronic dance music,Electro
5T3OlzDghJQ3mksSMzCUqJ,0.807,0.699,-8.65,0.0676,0.0599,0.82,0.38,0.559,124.992,electronic dance music,Dance
34KP8yiKQQHn5E2iVHuTzG,0.661,0.731,-6.445,0.0691,0.0403,0.0,0.236,0.68,123.913,electronic dance music,Dance
3E3eBQzXBU0UxTgmF4ivNo,0.426,0.848,-4.081,0.0548,0.155,0.0,0.348,0.35,141.99,electronic dance music,Electro
1XT1FqMhvHoHETTO4QwZ3H,0.71,0.885,-4.408,0.0317,0.127,0.0011,0.134,0.358,124.995,electronic dance music,Dance
767tS9ed2crfcq61jWn80r,0.527,0.756,-6.827,0.0477,0.0242,2.28e-05,0.225,0.383,140.037,electronic dance music,Pop
1Lma3yrNXT5xkQmRDAvoMW,0.601,0.773,-7.365,0.0318,0.000287,0.481,0.112,0.38,122.004,electronic dance music,Dance
1R38ZT8eV70eEJnKaG3o4v,0.749,0.932,-3.537,0.0459,0.0126,0.0148,0.141,0.494,121.979,electronic dance music,Dance
4uIvIbeGjaLRVjGtxbIUUL,0.671,0.685,-6.506,0.0412,0.00507,7.81e-06,0.089,0.125,124.946,electronic dance music,Electro
50v2TSRV31bwpAPkjWejNL,0.757,0.813,-4.661,0.0438,0.0459,0.0,0.0741,0.668,121.034,electronic dance music,Electro
4gv2tzayhDbwd5aA39yDKJ,0.637,0.721,-7.508,0.0469,0.383,1.6e-06,0.0665,0.404,120.073,electronic dance music,Electro
5dvJCDqqOo1k2SoQuikuVq,0.307,0.393,-6.819,0.0335,0.872,0.0,0.121,0.49,119.627,electronic dance music,Dance
0WLSTevLwp8yi4bwrcbHaG,0.676,0.731,-8.628,0.059,0.00548,0.0,0.0867,0.399,128.003,electronic dance music,Electro
017PF4Q3l4DBUiWoXk4OWT,0.73,0.729,-3.434,0.0883,0.167,1.39e-06,0.349,0.467,113.013,electronic dance music,Electro
3niAuAGybhUGTLlO6lqLow,0.835,0.879,-8.897,0.0724,0.0181,0.00219,0.0429,0.877,126.535,electronic dance music,Dance
07ROj6b3ebmFT98EgSMDpw,0.685,0.931,-5.011,0.0601,0.12,0.0109,0.0551,0.36,124.002,electronic dance music,Electro
0IBqx3PBljYJvGWHcAepK8,0.48,0.767,-5.532,0.0621,0.00366,0.0211,0.0797,0.351,123.939,electronic dance music,Dance
69Z8Lt95YzhBx3ePakbpAg,0.681,0.824,-7.451,0.116,0.169,1.09e-06,0.295,0.187,124.024,electronic dance music,Electro
4RpB1YWVr3srDU7Ipfp6d4,0.663,0.791,-4.394,0.0375,0.0628,0.0,0.592,0.793,121.994,electronic dance music,Dance
34NNeV9jfgNgaALgUr0u9V,0.416,0.849,-4.909,0.0455,0.00864,0.000138,0.204,0.147,125.098,electronic dance music,Electro
58Qbbe6mHYiT6mOwpHGm4S,0.616,0.748,-6.711,0.101,0.214,2.11e-05,0.161,0.338,100.034,electronic dance music,Electro
08dzN3SW9aN9QkxQ5PpH2k,0.59,0.678,-9.407,0.209,0.0182,0.549,0.186,0.233,111.96,electronic dance music,Dance
4udpZb2SkjqLmC7VHRswYB,0.51,0.564,-7.837,0.103,0.0322,0.00592,0.123,0.552,139.852,electronic dance music,Dance
1xEHA8EynhaLzxO9HLYqhD,0.684,0.677,-7.965,0.0414,0.000597,0.346,0.248,0.133,134.987,electronic dance music,Pop
1MPc4z5w4g6m1PQFc1CwU8,0.589,0.858,-4.06,0.0564,0.134,0.00594,0.393,0.531,124.029,electronic dance music,R&B
5bYC4NGKO1Q4zkcfaHmGRx,0.764,0.866,-3.608,0.0755,0.00503,0.772,0.372,0.592,100.029,electronic dance music,Electro
0IdyNwAFp7eYdG2xDl7mtg,0.586,0.89,-4.047,0.054,0.0788,0.0,0.231,0.271,141.994,electronic dance music,Electro
42ZH9QsZ9FzgvBe7RlOLhB,0.791,0.544,-10.66,0.0344,0.0891,0.00334,0.061,0.57,123.98,electronic dance music,Dance
0rcWyPmvq7KmpdvsfEWXNF,0.781,0.659,-11.074,0.082,0.0452,0.818,0.063,0.929,109.313,electronic dance music,Electro
5VfhA85Ocx50hwZrGtC8hS,0.588,0.84,-5.445,0.0426,0.008,1.06e-05,0.417,0.377,124.001,electronic dance music,Dance
2qfEcCkEo5NscA9GL7ER72,0.673,0.687,-5.295,0.0623,0.269,0.0,0.181,0.524,96.964,electronic dance music,Dance
3Z3IxUMXqUjU40fVNWnfix,0.702,0.68,-8.758,0.0398,0.301,0.00319,0.848,0.309,122.968,electronic dance music,Electro
1F9xcExF9W7m5BxTdlJLED,0.321,0.939,-4.86,0.0616,0.00342,0.81,0.0905,0.179,131.933,electronic dance music,Electro
6kWJvPfC4DgUpRsXKNa9z9,0.798,0.625,-9.689,0.0548,0.00547,7.98e-05,0.103,0.858,93.764,electronic dance music,Electro
2V6fFDjZr4TWFWfLwbRi5v,0.759,0.89,-4.313,0.0336,0.0386,0.0517,0.172,0.573,118.008,electronic dance music,Dance
5NkVeC9drme41imiI8Jyax,0.582,0.796,-6.432,0.151,0.00683,2.28e-05,0.236,0.491,120.337,electronic dance music,Dance
5dvkd1SZ0nQmnvkpDU9XeI,0.563,0.852,-4.082,0.113,0.0139,0.0,0.246,0.359,125.09,electronic dance music,Electro
7jKQrkoEyNPWaA5A2zeMf6,0.808,0.98,-8.069,0.0542,9.07e-05,0.909,0.0459,0.809,126.006,electronic dance music,Dance
4OgwXdylh75fHfwUzJTUqg,0.771,0.826,-3.978,0.0604,0.142,0.03,0.145,0.185,100.012,electronic dance music,Alternative
2ZcwbSYqc8RfPGMMXTIdb0,0.672,0.798,-8.465,0.0392,0.0182,0.73,0.154,0.597,115.002,electronic dance music,Dance
3pB4WFLxejh9yICq4QA1Nk,0.646,0.82,-5.403,0.0382,0.000659,0.871,0.149,0.581,123.578,electronic dance music,Dance
4rU33N7ZYi47dRyWVLzJod,0.89,0.925,-4.959,0.27,0.00329,0.806,0.296,0.279,124.961,electronic dance music,Dance
6zrkWFn28ep82mbAXsQn1k,0.567,0.907,-3.154,0.0498,0.166,0.000619,0.102,0.242,130.048,electronic dance music,Electro
4eoCm1tAMt8Mu0f2UW9TdW,0.768,0.697,-5.407,0.0429,0.0441,0.000154,0.0711,0.504,123.971,electronic dance music,Electro
26kCuRByHY2UgJaciU3Rq7,0.778,0.675,-9.289,0.0446,0.00737,0.838,0.0867,0.288,104.963,electronic dance music,Dance
3clR75KuKSWwS5uYThm7AC,0.789,0.658,-7.752,0.0468,0.00173,0.669,0.0782,0.33,125.998,electronic dance music,Dance
2S5lRRwwIIzB5pE5N9z9BI,0.793,0.873,-9.898,0.16,0.0441,0.00577,0.0714,0.446,127.018,electronic dance music,Dance
2j9nldlEAxbP9mUAJ8Yeb0,0.743,0.737,-11.72,0.216,0.0629,0.951,0.13,0.133,125.595,electronic dance music,Dance
3B1Je3rlEac3p4ikYW13zw,0.405,0.808,-3.867,0.0355,0.18,0.000412,0.133,0.32,122.043,electronic dance music,Electro
4OneOjyn0LIV4lsATngHRZ,0.804,0.528,-13.42,0.0379,0.914,0.931,0.0933,0.54,125.998,electronic dance music,Electro
1hZfrOxv7MV8sboh29dC3r,0.704,0.794,-8.929,0.0935,0.024,0.00379,0.335,0.212,124.013,electronic dance music,Dance
72diX7gtshoxzjHNHr6vZD,0.805,0.702,-6.271,0.0779,0.0165,0.00228,0.376,0.607,132.963,electronic dance music,Electro
0aL5N2uKxlnTJMjZvAX45W,0.433,0.735,-5.914,0.21,0.071,8.17e-05,0.392,0.583,97.671,electronic dance music,Dance
2Yd9p84hGGE0ZC2BD0tOfm,0.648,0.739,-7.88,0.0603,0.00152,0.00174,0.131,0.14,119.977,electronic dance music,Dance
0wo0dcPnUPHHKDxgAlWNYe,0.538,0.85,-4.612,0.0421,0.0139,0.000271,0.156,0.378,130.009,electronic dance music,Rap/Hip Hop
0oB9964bp22Bmok0Dmxlzb,0.658,0.765,-7.002,0.0469,0.0471,1.02e-05,0.0936,0.222,119.974,electronic dance music,Electro
4Gsw4WccTq6aTxfwuPK2U4,0.748,0.779,-5.452,0.195,0.0683,0.0581,0.0717,0.2,126.018,electronic dance music,Electro
6MLvUL2dYphJTwgiBvuJ1J,0.801,0.854,-4.377,0.0442,0.00364,0.00325,0.155,0.899,122.033,electronic dance music,Electro
15tPd1IdPIwBhMn7UByEdV,0.605,0.964,-4.713,0.033,0.00016,0.611,0.858,0.078,127.93,electronic dance music,Electro
5rJQiNsTWcfD57xHZb9uud,0.856,0.42,-8.281,0.0822,0.0447,2.59e-06,0.238,0.698,112.011,electronic dance music,Dance
4DX2HRrj0MqVmHanCwCFB4,0.653,0.542,-7.152,0.0772,0.0621,3.84e-05,0.113,0.0381,113.828,electronic dance music,Electro
04Lt9hW8LP2dm1Vtmxfz9u,0.347,0.873,-4.028,0.688,0.0868,0.0,0.117,0.409,80.66,electronic dance music,Dance
2IBzArIJ2ognJz1EZinuPg,0.652,0.815,-3.784,0.131,0.136,0.0,0.0844,0.794,121.969,electronic dance music,Electro
2KpITVdnzVUEiiIMUIyGBd,0.497,0.592,-7.409,0.0513,0.124,3.43e-05,0.643,0.0978,159.932,electronic dance music,Dance
2OaIvMp0SFpjyZVW2xLakM,0.703,0.759,-5.366,0.115,0.0322,0.0,0.244,0.782,105.987,electronic dance music,Dance
4P6453N6rOYk7MZ4DAqE8c,0.505,0.922,-3.227,0.0488,0.00128,0.000686,0.382,0.204,123.13,electronic dance music,Electro
2TK4XCafmUR9NI0AOCAflo,0.621,0.908,-4.74,0.0461,0.0141,0.000114,0.0899,0.371,152.999,electronic dance music,Dance
0WTztHvGydbmUbIiyP1A8T,0.493,0.86,-6.483,0.0816,0.179,0.0181,0.156,0.208,119.87,electronic dance music,Dance
5FZUXqoFBLa3CE2htHWwj7,0.69,0.568,-7.881,0.12,0.364,0.000917,0.208,0.34,123.89,electronic dance music,Rap/Hip Hop
2fwhOlDWJBi9SoL8M3IHhC,0.719,0.704,-7.93,0.0985,0.021,1.86e-05,0.111,0.295,100.042,electronic dance music,Dance
0u32njkTeKIueKMLDSKjhR,0.544,0.677,-6.47,0.0407,0.183,7.65e-06,0.749,0.619,127.963,electronic dance music,Electro
4CLfA2JoWKknhxrYVK90ee,0.6,0.923,-2.355,0.0508,0.0287,0.0,0.152,0.397,128.01,electronic dance music,Pop
65OXGbKBQ8gUyJvUd0jNpf,0.811,0.935,-4.595,0.0407,0.0134,0.411,0.0244,0.968,138.479,electronic dance music,Electro
3c7NGdEYvolFOBEzyZoY3j,0.755,0.559,-11.118,0.0938,0.685,1.24e-05,0.0734,0.297,100.049,electronic dance music,Dance
4SLxy1ddAkECib9btbHynv,0.792,0.48,-11.94,0.0394,0.101,0.763,0.0755,0.732,124.999,electronic dance music,Dance
6OVDJvTvaBRHjpS5f5aNBL,0.666,0.874,-4.433,0.0411,0.0325,1.38e-06,0.0852,0.472,119.967,electronic dance music,Electro
2h8zVfdWpCug4v0H5vGBlM,0.499,0.5,-10.372,0.0304,0.104,0.00304,0.128,0.254,93.179,electronic dance music,Rap/Hip Hop
2RQRQs1rxf5v4EW6RTfx6J,0.553,0.789,-4.584,0.058,0.00949,0.00712,0.499,0.392,124.937,electronic dance music,Electro
1enWDMPVyNKRqCotuKslvl,0.653,0.792,-3.963,0.0716,0.00105,0.538,0.246,0.262,130.039,electronic dance music,Dance
56TxrYCNHFWC9g1cuZrb0y,0.704,0.868,-4.842,0.0947,0.00175,0.136,0.105,0.199,128.155,electronic dance music,Electro
6zNebAsZQEFrOItYGTQUE0,0.567,0.648,-6.369,0.0339,0.00434,0.000127,0.142,0.263,111.975,electronic dance music,Dance
2CbD2ck2XyytcpJrRoqXP2,0.841,0.848,-3.866,0.203,0.0254,0.0,0.0774,0.341,124.001,electronic dance music,Dance
1JPu6Re4KtdDBHT8jVE85A,0.62,0.71,-8.245,0.132,0.0971,0.00294,0.124,0.502,151.948,electronic dance music,Electro
0hRXi9L8lVR2MAxawnUv9W,0.634,0.948,-5.375,0.0428,0.000503,0.892,0.0489,0.871,124.993,electronic dance music,Pop
3Izy3QwQA4wNp8aOQbyWDn,0.735,0.846,-6.791,0.0383,0.0103,0.571,0.0693,0.906,114.086,electronic dance music,Dance
7Mhse6N2ukr6Dj5DjjB7h4,0.702,0.543,-10.233,0.0443,0.0455,0.0119,0.268,0.381,122.989,electronic dance music,Pop
3hWfKBt3n7j1xqIy6LA5ve,0.653,0.945,-2.634,0.096,0.00561,0.915,0.439,0.326,126.093,electronic dance music,Dance
3fIkn0ksMuH91GpflwmpJf,0.614,0.801,-4.581,0.13,0.121,0.0,0.275,0.524,125.95,electronic dance music,Electro
3iKBtYoamggdtSbDL9FUCa,0.51,0.891,-4.96,0.0411,0.0138,0.000793,0.0966,0.41,174.994,electronic dance music,Dance
0iQd47VJs14l8EA00PlI71,0.713,0.84,-5.419,0.0372,0.0235,0.305,0.115,0.867,124.986,electronic dance music,Dance
7cm6Vlh8Zrid38RomC4RGj,0.861,0.68,-8.58,0.0804,0.0112,0.902,0.0817,0.214,127.013,electronic dance music,Electro
0nbGPz9AtvDGKDbT2corvT,0.683,0.755,-5.958,0.379,0.138,0.00914,0.225,0.298,126.057,electronic dance music,Electro
4vdx0kRtvaSnrPducQOkE4,0.632,0.876,-4.95,0.0437,0.000889,0.739,0.181,0.0684,128.129,electronic dance music,Electro
1kHxfbiZ6HOagkTTrWbICH,0.698,0.862,-5.197,0.0615,0.00521,0.00401,0.274,0.256,125.026,electronic dance music,Dance
7y7w4tl4MaRC2UMEj1mPtr,0.625,0.814,-5.181,0.0657,0.0172,0.0,0.158,0.535,144.991,electronic dance music,Electro
