trackid,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,label,genre
5FRtDcsOC9udJZDUQzHPkp,0.681,0.663,-7.198,0.0234,0.117,0.0,0.644,0.445,105.981,hip hop,Pop
6OQrmEIK8KOOVcSoSaEo40,0.647,0.98,-3.463,0.356,0.0301,8.56e-05,0.045,0.399,188.309,hip hop,Rap/Hip Hop
4XhMqjbmp5itrPFNaCrHdF,0.797,0.592,-6.999,0.274,0.804,1.57e-05,0.0972,0.603,168.062,hip hop,Rap/Hip Hop
45IJTweURJaZWx3hpy96y7,0.187,0.256,-14.044,0.034,0.547,0.889,0.165,0.394,53.3,hip hop,Rap/Hip Hop
7MHDTzU52adCzEXihFsRb6,0.768,0.788,-5.365,0.0572,0.0976,0.0,0.0754,0.551,107.004,hip hop,Rap/Hip Hop
1uNYPqgrxPrvujVMnVDjna,0.918,0.417,-12.754,0.148,0.103,0.0,0.316,0.76,102.604,hip hop,Rap/Hip Hop
5CFTbLlcyy5ITkMXgE9qLZ,0.911,0.454,-9.29,0.42,0.159,0.0,0.0614,0.702,145.959,hip hop,Rap/Hip Hop
7kfTqGMzIHFWeBeOJALzRf,0.636,0.566,-7.16,0.106,0.365,0.000353,0.0917,0.425,151.894,hip hop,Rap/Hip Hop
0UGYSfAxMVj5Z12l3Vss0A,0.627,0.786,-6.071,0.133,0.264,6.68e-05,0.304,0.967,173.029,hip hop,Rap/Hip Hop
5uEl8dmxJOpZLpuX6pWFlw,0.729,0.427,-13.368,0.445,0.0811,0.0,0.586,0.511,144.93,hip hop,Rap/Hip Hop
2ajhenDRiiAnCHHjsIOHhJ,0.891,0.439,-7.994,0.428,0.0351,0.0,0.0932,0.622,77.499,hip hop,Rap/Hip Hop
3s4mrPrEFFPF0LmAfutW0n,0.784,0.517,-8.981,0.209,0.0249,1.44e-06,0.155,0.206,97.991,hip hop,Rap/Hip Hop
3ZfGSe2izKzD1GN8P8sWgj,0.903,0.848,-6.544,0.188,0.325,0.0,0.0849,0.828,98.992,hip hop,Rap/Hip Hop
0trHOzAhNpGCsGBEu7dOJo,0.665,0.91,-4.682,0.223,0.0394,0.0,0.227,0.887,84.099,hip hop,Pop
5J0cirLCiDwYLsCDjdsgSm,0.658,0.393,-11.849,0.0442,0.716,0.909,0.706,0.462,83.009,hip hop,Rap/Hip Hop
69CSgBG0QnG5dyAYzDyoPk,0.659,0.31,-15.054,0.0338,0.553,0.297,0.0868,0.152,126.05,hip hop,Rap/Hip Hop
7uvzuP8zVWCUcnTtgQrqhk,0.652,0.932,-3.384,0.17,0.201,0.0,0.32,0.792,91.068,hip hop,Rap/Hip Hop
48HoEaBQa4uxKNX5NAR3r8,0.7,0.346,-10.984,0.853,0.352,0.0,0.0351,0.618,75.372,hip hop,Rap/Hip Hop
6JvodgYcsthsORxPsEYUoe,0.839,0.508,-12.359,0.219,0.0126,3.06e-05,0.0928,0.874,80.014,hip hop,Rap/Hip Hop
4HjLFhVR4yfuoGi4lzBORm,0.733,0.886,-2.75,0.196,0.0972,0.0,0.109,0.713,139.916,hip hop,Alternative
30oTS7bm0aH3p7lqjEIu8q,0.875,0.745,-5.878,0.269,0.0227,2.37e-06,0.287,0.749,95.201,hip hop,Rap/Hip Hop
7n2Dqgp4iXd8Zorfj9XSYo,0.926,0.863,-3.391,0.269,0.0197,0.0,0.0484,0.779,92.522,hip hop,Rap/Hip Hop
28AvvchUP85ihRe9xCzcfB,0.734,0.466,-8.658,0.464,0.243,0.0,0.106,0.788,89.318,hip hop,Rap/Hip Hop
7GZbvC8UoLPMK0Mt0K1Uui,0.855,0.737,-5.942,0.107,0.103,0.0,0.251,0.504,119.994,hip hop,Pop
19df5aQYKUkKCRDngkTmWF,0.863,0.526,-6.489,0.0744,0.00617,0.0,0.114,0.58,91.039,hip hop,Rap/Hip Hop
2zjGJ0dChMR0KxBZS15aqo,0.883,0.525,-8.054,0.0633,0.189,0.0,0.0971,0.312,99.978,hip hop,Rap/Hip Hop
6nI7wxi23qPyNYmwuNf9dN,0.938,0.646,-6.309,0.244,0.0894,3.52e-06,0.0733,0.662,97.009,hip hop,Rap/Hip Hop
6oTZJx62mCTt7p3LEqxcT0,0.511,0.325,-14.527,0.0746,0.728,0.391,0.0974,0.471,83.122,hip hop,Alternative
5I3uXbWBJhkZ62znIU6XEq,0.766,0.637,-9.2,0.295,0.347,0.0,0.129,0.547,138.015,hip hop,Rap/Hip Hop
0Ulpm8SoYA6e7ZDdFqzc97,0.595,0.285,-14.36,0.0371,0.973,0.946,0.146,0.305,130.021,hip hop,Rap/Hip Hop
45gRj2wynFjrWMtnb17WUW,0.547,0.248,-16.973,0.0324,0.575,0.0,0.0573,0.355,137.817,hip hop,Rap/Hip Hop
5LCaw96SsbpHAQFAcbFwbI,0.706,0.935,-2.418,0.0565,0.0168,4.62e-05,0.106,0.214,130.001,hip hop,Asian Music
59K7vNHpFdTcWdhhwgJiLW,0.504,0.629,-6.542,0.227,0.0503,0.0,0.103,0.251,104.471,hip hop,Rap/Hip Hop
1SBgI8NDCkKLFFQgwzmsVX,0.421,0.609,-6.467,0.0594,0.0751,0.0,0.12,0.105,80.611,hip hop,Rap/Hip Hop
2Z4Pi5svhP17TxYjMi65R3,0.514,0.0811,-20.722,0.0573,0.956,0.0781,0.0767,0.472,140.066,hip hop,R&B
3eGBESLT08agei7veoLLlz,0.773,0.947,-5.824,0.249,0.117,0.0,0.44,0.464,102.146,hip hop,Rap/Hip Hop
5xAOiPReWwiepAJWmLQDYZ,0.739,0.46,-8.305,0.211,0.428,0.00107,0.125,0.231,97.962,hip hop,Rap/Hip Hop
1JmUkmj6j8fV9Dr6A2CKy0,0.439,0.351,-14.817,0.0403,0.679,0.667,0.125,0.0367,77.571,hip hop,Rap/Hip Hop
6HigHnvj6z4VYE3a1brShY,0.816,0.323,-13.056,0.184,0.081,0.0,0.181,0.253,112.983,hip hop,Rap/Hip Hop
09TQkSVq2TjiBviiDuhacd,0.606,0.542,-6.527,0.428,0.367,0.0,0.15,0.85,98.525,hip hop,Rap/Hip Hop
537MBlmLjEfm8chKIcTcdq,0.621,0.715,-5.515,0.126,0.106,0.0,0.0754,0.584,72.515,hip hop,Rap/Hip Hop
2lp8xjq0WTm3HZKHuDEweg,0.8,0.361,-10.849,0.0635,0.0355,3.75e-06,0.0668,0.887,93.059,hip hop,Electro
5K5dQsYdSdo2LKdepxbYAd,0.902,0.411,-5.311,0.217,0.176,0.0,0.119,0.667,84.07,hip hop,Rap/Hip Hop
2MbPYrvyle2dO1VN8JL8r3,0.811,0.66,-6.895,0.14,0.0733,0.0,0.177,0.783,92.998,hip hop,Rap/Hip Hop
6HZILIRieu8S0iqY8kIKhj,0.638,0.523,-6.664,0.357,0.00454,0.0,0.0842,0.422,139.913,hip hop,Rap/Hip Hop
7qPna8lbP4vZxSsaqEPKEn,0.861,0.329,-9.838,0.529,0.0377,0.0,0.235,0.541,142.935,hip hop,Rap/Hip Hop
3ETXoZlQFyJPuO2B3yhByC,0.528,0.289,-13.909,0.422,0.38,0.76,0.144,0.403,81.059,hip hop,Rap/Hip Hop
5s4D2DK8p5TTtCGVPoDgS5,0.406,0.16,-14.55,0.0492,0.872,0.906,0.112,0.589,152.527,hip hop,Rap/Hip Hop
4EChYICOw4HQ292l4O0jVB,0.417,0.913,-3.188,0.32,0.124,0.0795,0.332,0.497,90.864,hip hop,Rap/Hip Hop
193mgA7kF2h3wRKnS0zPiI,0.683,0.26,-11.816,0.0509,0.886,0.921,0.0964,0.296,128.046,hip hop,Rap/Hip Hop
6AyWdCtEn1DdxjnxPeojR2,0.807,0.678,-3.244,0.177,0.0345,0.0,0.0986,0.21,147.004,hip hop,Rap/Hip Hop
4qnAL2v6WtgxbJ5DxWgLno,0.64,0.769,-6.038,0.338,0.167,0.0,0.284,0.754,96.515,hip hop,Rap/Hip Hop
11taVqylO0WdqKXHVaJuA3,0.767,0.763,-5.68,0.166,0.0227,5.2e-05,0.0759,0.524,159.053,hip hop,Rap/Hip Hop
0VPtE7LKDBoWlp0Bwok5fA,0.863,0.599,-5.761,0.0751,0.0721,0.0,0.0909,0.742,135.047,hip hop,Rap/Hip Hop
7lbZKhsI48PhlZ986ugnca,0.664,0.474,-10.181,0.0956,0.368,3.85e-05,0.109,0.473,168.915,hip hop,Rap/Hip Hop
0nuFlXoSCjteKK2vHmR8aj,0.627,0.604,-7.474,0.23,0.321,1.71e-05,0.109,0.31,88.817,hip hop,Rap/Hip Hop
46UbhdB1YmKQAIz08Oswjl,0.86,0.593,-10.431,0.0542,0.103,0.0155,0.0512,0.384,109.029,hip hop,Rap/Hip Hop
1glmm0AGaoar8dAmiYuiBP,0.846,0.447,-17.551,0.0796,0.373,0.0,0.0805,0.965,148.02,hip hop,Rap/Hip Hop
2RiX0NmY5HuM25ygWXuYZb,0.657,0.518,-12.978,0.037,0.39,0.513,0.239,0.699,100.012,hip hop,Rap/Hip Hop
1WyPZGzXwlImULGmXG3nkw,0.648,0.504,-7.55,0.296,0.227,0.00264,0.103,0.349,83.901,hip hop,Rap/Hip Hop
6TDtGJSk3MDTnM6nTDu5Zu,0.863,0.59,-8.768,0.5,0.0196,0.0,0.093,0.579,161.98,hip hop,R&B
2a6NJhgUD05hG4ooRQIG4J,0.912,0.614,-9.255,0.419,0.213,0.0,0.125,0.936,144.03,hip hop,Rap/Hip Hop
3AV5dewSq0dwlI9VGqsgol,0.658,0.533,-10.801,0.0706,0.0421,2.47e-05,0.0808,0.283,119.928,hip hop,Pop
6Poyf51k7W3NKnsGwAI90B,0.85,0.787,-4.134,0.338,0.313,0.0,0.194,0.7,87.983,hip hop,Rap/Hip Hop
4PlwZcXyJwoYPgafhglDgq,0.896,0.441,-12.142,0.317,0.199,0.0,0.0679,0.628,109.975,hip hop,Rap/Hip Hop
0HqQymTq4UUBAiRZHdcGUC,0.641,0.28,-13.989,0.102,0.83,0.913,0.114,0.143,168.064,hip hop,Rap/Hip Hop
6kp2h1BjSs6iKVgpzhwi8h,0.908,0.525,-7.343,0.0997,0.0361,0.00893,0.175,0.34,85.505,hip hop,Rap/Hip Hop
6nUXH6o7OXDVykgwAtIIFU,0.69,0.889,-6.689,0.166,0.00876,0.00226,0.302,0.761,96.02,hip hop,Brazilian Music
12bCXZqFNW4319LnANk9xt,0.584,0.163,-13.95,0.0736,0.813,0.876,0.0952,0.346,77.456,hip hop,Rap/Hip Hop
7Hc3YL8oDiAzbiAW32KXrw,0.64,0.621,-8.269,0.0679,0.67,0.0,0.36,0.332,123.105,hip hop,Rap/Hip Hop
7KZuOM10ON6XADIyPYttab,0.645,0.527,-7.434,0.259,0.0631,0.0,0.131,0.678,149.815,hip hop,Rap/Hip Hop
5FCnNoxAWBKnzVFkCqA2LO,0.814,0.628,-3.318,0.258,0.0827,0.0,0.115,0.921,75.008,hip hop,Rap/Hip Hop
7AwPgamlOy97TfTIXDvb4S,0.601,0.586,-7.394,0.453,0.273,0.0,0.161,0.489,137.727,hip hop,Rap/Hip Hop
4vheUbZGsFWPpbJrir4Ocw,0.646,0.862,-5.272,0.244,0.157,0.0,0.424,0.41,94.186,hip hop,Rap/Hip Hop
1DW508WqRi0cN8SBxBygX3,0.859,0.493,-10.384,0.25,0.0507,0.0,0.112,0.839,139.954,hip hop,Rap/Hip Hop
5JV3hs61V6ksvDh3p1BQPU,0.753,0.577,-8.174,0.331,0.0918,0.0,0.113,0.793,89.877,hip hop,Rap/Hip Hop
6sfBzgSJZ92CJLtRqiSClc,0.882,0.364,-11.352,0.445,0.000352,0.000862,0.128,0.182,123.952,hip hop,Rap/Hip Hop
1ylymaTbSjggG7TaItdRkI,0.734,0.563,-6.464,0.314,0.0182,0.0,0.0981,0.371,203.905,hip hop,Rap/Hip Hop
24VM2sOz0yCR2feDyTehmA,0.709,0.623,-10.373,0.0625,0.0633,4.11e-06,0.144,0.498,87.982,hip hop,Rap/Hip Hop
0YDPNHKTSC0agSj7BJRkLA,0.744,0.697,-5.668,0.0485,0.726,0.834,0.207,0.601,88.019,hip hop,Rap/Hip Hop
5hAGlVC4AT95wyqgPByL6t,0.495,0.107,-19.581,0.0298,0.897,0.734,0.11,0.104,142.508,hip hop,Rap/Hip Hop
2CtCwQhY0ZLvr8L2l8Bo6e,0.751,0.84,-4.855,0.349,0.367,0.0,0.0916,0.801,99.057,hip hop,Rap/Hip Hop
2PRsh2LNPxoxC9OnErnelg,0.766,0.793,-6.638,0.165,0.0294,7.97e-06,0.173,0.647,91.925,hip hop,Rap/Hip Hop
6byl29SnuFZiWqomxwmIUK,0.278,0.521,-8.447,0.0397,0.681,0.0574,0.187,0.226,175.915,hip hop,Rap/Hip Hop
1HCPjfa02m5JwcO37LHfYb,0.803,0.773,-3.628,0.121,0.0107,0.0,0.0632,0.708,91.915,hip hop,Rap/Hip Hop
46L7wIEah3VgPO2yOXYkwJ,0.417,0.365,-10.952,0.0298,0.607,0.0283,0.292,0.457,59.958,hip hop,Rap/Hip Hop
5pBQDRgfbV6lhuwlvWEftN,0.715,0.639,-6.947,0.105,0.627,0.0,0.0905,0.443,82.466,hip hop,Rap/Hip Hop
1lCSrtvSwDH0BWXvlLJyyW,0.82,0.84,-3.844,0.116,0.034,0.0201,0.0858,0.576,89.999,hip hop,Asian Music
2r4JRwcbIeuAzWjH4YXlLs,0.676,0.777,-3.241,0.357,0.145,0.0,0.228,0.226,173.931,hip hop,Rap/Hip Hop
3lLjclYYwId6uO9yYkiEeG,0.792,0.616,-10.718,0.183,0.0569,0.0,0.166,0.764,141.968,hip hop,Rap/Hip Hop
4YIXoTRoTF30XBLw5eBL2k,0.845,0.616,-6.323,0.3,0.221,2.69e-05,0.111,0.563,136.017,hip hop,Alternative
3jDdpx9PMlfMBS5tOBHFm9,0.715,0.833,-5.379,0.108,0.00631,0.0,0.164,0.612,95.487,hip hop,Rap/Hip Hop
72joA6sArbUg8XWqtVyNbF,0.845,0.464,-13.012,0.35,0.241,0.0,0.0587,0.959,149.013,hip hop,Rap/Hip Hop
4vMvv3T7NXeelqnGQtLPaE,0.711,0.242,-13.298,0.259,0.632,0.742,0.0888,0.625,81.009,hip hop,Rap/Hip Hop
3gFA1cDFB2pcpvoZThsTHe,0.691,0.478,-7.81,0.0824,0.173,6.31e-06,0.136,0.341,157.046,hip hop,Rap/Hip Hop
28IJPb3q2x9jXuWDF0MSbe,0.508,0.738,-5.09,0.379,0.137,0.0,0.175,0.333,191.946,hip hop,Brazilian Music
5IVuqXILoxVWvWEPm82Jxr,0.646,0.77,-6.596,0.226,0.00249,0.0,0.0715,0.681,99.165,hip hop,Rap/Hip Hop
5d8AKduMWmHxvubKr2JMFI,0.663,0.223,-17.631,0.0512,0.945,0.758,0.358,0.0763,80.004,hip hop,Rap/Hip Hop
3Gy6CBdybQ5KvafR9acUW8,0.531,0.566,-10.047,0.209,0.638,0.000221,0.355,0.536,121.29,hip hop,Rap/Hip Hop
42Bwtlkriz2aW2K4HOPuFk,0.703,0.339,-12.575,0.0343,0.508,0.851,0.102,0.37,84.024,hip hop,Rap/Hip Hop
2fOlBMkWR7lXJfqp5VTbDG,0.879,0.448,-8.57,0.222,0.0346,0.0,0.224,0.278,136.985,hip hop,Rap/Hip Hop
1PbE9iY55VhhdPeUHytI7S,0.72,0.221,-16.089,0.0456,0.99,0.783,0.0967,0.166,155.972,hip hop,Rap/Hip Hop
5fbxWHJuKdNdZ7FOL9dbCs,0.62,0.538,-7.963,0.228,0.277,0.0,0.107,0.678,148.757,hip hop,Rap/Hip Hop
1Msh8qZfJ708O9BfVwem5Y,0.897,0.528,-9.538,0.294,0.267,0.0,0.09,0.761,93.021,hip hop,R&B
032n9kpQnjBzNfZG0HEC1d,0.67,0.289,-16.337,0.154,0.909,0.0323,0.169,0.139,100.032,hip hop,Electro
053EDVshTHTBGMJFAfIwCW,0.627,0.15,-15.166,0.0614,0.842,0.882,0.121,0.288,80.013,hip hop,Rap/Hip Hop
1gjjsvBmmRP69B2oFUuFjU,0.757,0.317,-11.198,0.0602,0.0189,0.0035,0.286,0.393,139.956,hip hop,Rap/Hip Hop
5ry2OE6R2zPQFDO85XkgRb,0.831,0.502,-4.045,0.046,0.101,0.0,0.122,0.101,100.541,hip hop,Rap/Hip Hop
2B7EEPMfJWOG7VWpCkBtZy,0.775,0.705,-2.259,0.304,0.112,0.0,0.0704,0.252,129.769,hip hop,Dance
1ejYcY3as3XviZhF0kZZkK,0.775,0.336,-8.963,0.13,0.449,0.0,0.0428,0.49,90.004,hip hop,Reggae
17Yq72h0p15OhCbZ5lJ5gd,0.884,0.814,-5.333,0.303,0.154,1.67e-06,0.158,0.907,155.938,hip hop,Rap/Hip Hop
6ZmLu4NAhMsuAXLkcLMBrb,0.763,0.84,-3.704,0.0929,0.0346,0.0,0.0601,0.748,92.477,hip hop,Rap/Hip Hop
2SasoXZyv82yYgHiVOvxQn,0.41,0.886,-4.413,0.155,0.0671,0.0,0.461,0.393,72.577,hip hop,Rap/Hip Hop
6dEdj6yZp2Yx20Z6udqyOZ,0.714,0.471,-7.392,0.483,0.421,0.0,0.0308,0.781,199.758,hip hop,Rap/Hip Hop
6yIjtVtnOBeC8SwdVHzAuF,0.744,0.696,-8.313,0.162,0.0535,0.0454,0.128,0.563,95.07,hip hop,Rap/Hip Hop
4thERaKSQ1BY0TjEPdJbvw,0.814,0.883,-7.636,0.222,0.294,5.05e-06,0.206,0.719,119.978,hip hop,Rap/Hip Hop
7y3j6TAPxcyDvDRC9OEY7Z,0.611,0.67,-4.497,0.176,0.659,0.0,0.365,0.542,76.52,hip hop,Rap/Hip Hop
4EOpol0K5u620R2OLfoJ1B,0.774,0.634,-5.941,0.167,0.0199,2.98e-05,0.29,0.752,125.223,hip hop,Rap/Hip Hop
2wGSgTmgSF3xjRrHkTc25R,0.802,0.785,-4.781,0.207,0.14,0.0,0.123,0.435,99.998,hip hop,Rap/Hip Hop
6skTvnm735GYcgiKaeDDPq,0.636,0.536,-10.281,0.236,0.029,0.00597,0.152,0.311,84.922,hip hop,Rap/Hip Hop
74eY2EkIcvKJpNPn2ygogd,0.777,0.609,-6.761,0.062,0.185,0.0,0.0939,0.364,95.007,hip hop,R&B
5yimtMuPKVrMVVsJi0GFrN,0.803,0.471,-11.405,0.256,0.524,1.72e-06,0.113,0.378,112.023,hip hop,Electro
5FPt6v4gKsLeq7oA5kA0JV,0.713,0.544,-7.974,0.176,0.0104,1.1e-06,0.131,0.153,76.992,hip hop,Rap/Hip Hop
1ZzU4mJcoWTLbnIftM2gvt,0.891,0.597,-6.729,0.0531,0.211,0.0,0.0851,0.71,130.966,hip hop,Rap/Hip Hop
3c8EAN2oTFbImBseeTlY8c,0.584,0.81,-5.87,0.104,0.00179,0.0,0.768,0.453,73.218,hip hop,Pop
4BPbTvSSyxybCMjndUvqDS,0.601,0.747,-4.268,0.247,0.438,0.0,0.24,0.679,86.027,hip hop,Rap/Hip Hop
5RgJOy5NDzZthaUrDIECyY,0.828,0.603,-6.726,0.397,0.215,0.0,0.136,0.32,97.06,hip hop,Rap/Hip Hop
2Dts49OexROL2KvCK2sokf,0.782,0.819,-0.158,0.251,0.252,0.0,0.133,0.725,91.824,hip hop,Pop
5YDoqWQTHFeCgoEjzRSObm,0.694,0.335,-8.718,0.0449,0.92,0.752,0.0703,0.338,84.992,hip hop,Pop
5LEjxlKCcYH8irGpRtjbj0,0.753,0.758,-7.845,0.168,0.0901,0.0,0.0717,0.794,92.063,hip hop,Rap/Hip Hop
70ND29y1H6sxsVeJk38nLQ,0.417,0.797,-4.822,0.345,0.105,0.0,0.172,0.251,86.951,hip hop,Rap/Hip Hop
5cFcWAWIcnV38t4YCWQiZZ,0.614,0.752,-6.271,0.0652,0.00328,0.0,0.379,0.444,95.018,hip hop,Rap/Hip Hop
6ExcgUNHcLFkDpqJ1wcSCJ,0.8,0.655,-5.249,0.241,0.161,0.0,0.147,0.152,90.009,hip hop,Rap/Hip Hop
2MHkQlDaoJouqYzdRkR5FL,0.822,0.777,-7.396,0.211,0.508,0.0,0.207,0.706,112.831,hip hop,Pop
7y2r0n2RRnLhoqSCiysFFa,0.81,0.597,-10.309,0.407,0.327,2.77e-06,0.112,0.266,143.127,hip hop,Rap/Hip Hop
3U3STxSn8EgiwtbgG7g6k1,0.853,0.852,-5.063,0.201,0.0236,0.0,0.342,0.832,98.022,hip hop,Rap/Hip Hop
2H5AphSpb6Kw3cXwBS1fS8,0.507,0.495,-10.874,0.0449,0.00206,0.923,0.155,0.204,192.088,hip hop,Rock
5nx8clRLyGhJc02PP14Iq9,0.699,0.662,-5.484,0.212,0.00653,0.0763,0.12,0.518,83.506,hip hop,Rock
3Wih4EOwFuZY5JaHMqhQPp,0.492,0.907,-1.771,0.36,0.0558,0.0,0.345,0.388,145.059,hip hop,Rap/Hip Hop
5KapB9KJnRsZrprzIAXycW,0.534,0.596,-10.289,0.388,0.641,2.16e-05,0.276,0.908,185.733,hip hop,Rap/Hip Hop
618PFMVbwO6s00AGDUVOaQ,0.729,0.407,-10.966,0.325,0.229,0.854,0.109,0.361,159.98,hip hop,Rap/Hip Hop
6ucyu5dg30Q0sPEbX5Tg5F,0.865,0.82,-7.891,0.153,0.0548,0.00148,0.0952,0.868,114.303,hip hop,Rap/Hip Hop
1tjtauinvddEybGo6Gmdcx,0.788,0.245,-17.63,0.121,0.936,0.927,0.0943,0.134,124.279,hip hop,Rap/Hip Hop
11YP90W36r34d2qrjAcPq4,0.849,0.843,-3.246,0.363,0.346,0.0,0.0868,0.5,139.939,hip hop,Electro
4jVBIpuOiMj1crqd8LoCrJ,0.835,0.699,-5.405,0.277,0.00671,0.0,0.195,0.547,154.981,hip hop,Rap/Hip Hop
1RQ6Y5q1673elHQHYRfssF,0.704,0.499,-10.01,0.082,0.814,0.000167,0.153,0.348,139.969,hip hop,Indian Music
2fH7xY3VzDbqjURZltPrHA,0.908,0.662,-5.334,0.219,0.00859,0.000277,0.0576,0.627,127.942,hip hop,Rap/Hip Hop
1mpE4jRRYaY9A1JDnCovxx,0.746,0.374,-11.149,0.11,0.45,0.0,0.367,0.775,96.107,hip hop,Rap/Hip Hop
1Wmwsaz86v59eSLRJtJJ2c,0.952,0.713,-6.006,0.248,0.193,9.67e-06,0.139,0.349,106.036,hip hop,R&B
1zO5jQJutxREN0TpSoGCt9,0.835,0.629,-7.062,0.202,0.0289,0.0,0.088,0.863,99.937,hip hop,Rap/Hip Hop
3TXKwYk2H7hZQFB0j8z4yq,0.597,0.733,-6.017,0.41,0.134,0.0,0.159,0.639,171.016,hip hop,Rap/Hip Hop
4lz2rMdMB596mLwjaO2mpb,0.759,0.778,-14.375,0.043,0.00922,0.00534,0.317,0.563,107.07,hip hop,Rap/Hip Hop
3gi7gH8JbG0QdBM4Suf3lr,0.498,0.498,-8.809,0.424,0.42,0.0,0.101,0.367,76.093,hip hop,Rap/Hip Hop
0kQNbx9yrYEt5XyGf2geRq,0.706,0.755,-4.614,0.0978,0.213,1.2e-06,0.0915,0.686,79.976,hip hop,Rap/Hip Hop
4ohCO3yPY5TquLLL02Or3r,0.752,0.483,-9.358,0.46,0.336,0.0,0.095,0.792,129.675,hip hop,Asian Music
0DdpxWfVvUGgkJv5536tiF,0.575,0.684,-6.007,0.325,0.299,0.0,0.614,0.926,172.155,hip hop,R&B
15TtScWBKwU4NM1pqjYzed,0.509,0.696,-11.567,0.371,0.286,0.0,0.156,0.881,151.091,hip hop,Rap/Hip Hop
5OGGioBW0i0AAs1Wnx0BIq,0.746,0.427,-8.499,0.0432,0.0572,0.00035,0.0954,0.0731,110.002,hip hop,Pop
4j7adPaP9GOpeEhK2Rq0Tt,0.726,0.838,-3.886,0.131,0.303,1.47e-06,0.257,0.434,91.987,hip hop,Rap/Hip Hop
6WxeDHb5xIo90XoFuS4DKh,0.895,0.498,-9.279,0.317,0.293,5.46e-06,0.103,0.546,116.01,hip hop,R&B
5199wPUOgLF1guJAh1uyZ2,0.784,0.358,-10.151,0.0613,0.85,0.961,0.11,0.89,169.899,hip hop,Rap/Hip Hop
5hALSggfcyvBNLUHY8pvZd,0.782,0.861,-3.813,0.181,0.0158,0.000532,0.0675,0.518,96.458,hip hop,Rap/Hip Hop
01A48XpjWFsdh3iF7mC37N,0.842,0.588,-10.671,0.0729,0.139,0.00071,0.116,0.696,89.983,hip hop,Rap/Hip Hop
5MJgMHroAGmTvMN2Q1aCNH,0.646,0.359,-12.03,0.123,0.899,0.0465,0.286,0.43,84.964,hip hop,Pop
5kJAk6KD2SH3Dz8K3EfIhc,0.638,0.0389,-17.75,0.115,0.897,0.849,0.0731,0.48,79.888,hip hop,Rap/Hip Hop
4Sz29Rjq1t2jTCJscqrE8i,0.596,0.981,-3.141,0.0741,0.00547,0.00108,0.0831,0.314,140.011,hip hop,Rap/Hip Hop
07twUUK8jWUCVsrSoEgbLW,0.741,0.678,-5.835,0.355,0.0204,0.0,0.0782,0.718,165.106,hip hop,Rap/Hip Hop
1LHymgSIeKtoJs3NbLX5XC,0.93,0.609,-9.394,0.38,0.178,0.0,0.11,0.552,124.005,hip hop,Rap/Hip Hop
6HHytHLXLX8QfWTtGfFSvH,0.892,0.628,-3.832,0.216,0.169,0.0,0.102,0.676,92.063,hip hop,Rap/Hip Hop
0coQQ26wIIFEyCM8leK7I6,0.333,0.32,-13.302,0.0355,0.826,0.87,0.0997,0.523,130.151,hip hop,Rap/Hip Hop
2c7H254xlKoGhmZT194C0T,0.939,0.72,-5.565,0.216,0.0816,0.0,0.147,0.786,96.918,hip hop,Rap/Hip Hop
6GcIDLBpQBGNT9WiA7Yt3e,0.665,0.835,-7.082,0.408,0.365,0.0,0.156,0.59,124.328,hip hop,Electro
3W6UZZEiAIywZYpNpfBplK,0.718,0.847,-4.876,0.29,0.485,0.0,0.17,0.888,91.158,hip hop,Rap/Hip Hop
3kHxuY36nCmcKJ4GddBjIe,0.819,0.542,-10.757,0.364,0.436,0.0,0.359,0.544,120.032,hip hop,Rap/Hip Hop
1wHwbJFHytDMmRaaHIhVmn,0.509,0.864,-2.034,0.275,0.0458,0.0,0.326,0.411,160.009,hip hop,Rap/Hip Hop
1EAMPMvChZAg6pjw8tKEsH,0.797,0.664,-4.06,0.0322,0.506,0.0,0.336,0.796,114.998,hip hop,Electro
0qttxLLyAshPduVf6LRGKk,0.764,0.682,-9.627,0.151,0.0727,0.195,0.112,0.66,108.335,hip hop,Rap/Hip Hop
4nTIY6vSiw19IzzPKKqCU9,0.694,0.697,-7.373,0.0379,0.162,0.0,0.0821,0.379,89.966,hip hop,Rap/Hip Hop
4RE1hWe9YLtBcMLvNMt0lV,0.784,0.826,-3.235,0.121,0.232,0.0,0.188,0.638,92.97,hip hop,Rap/Hip Hop
5EEOjaJyWvfMglmEwf9bG3,0.832,0.588,-10.88,0.248,0.4,0.0,0.104,0.716,95.309,hip hop,Rap/Hip Hop
6x0hTUnB9ipZyS9lJByGd7,0.908,0.472,-8.094,0.135,0.636,0.724,0.0764,0.673,123.011,hip hop,Rock
2Lf78Vx4GPQWJBtcUoaPKu,0.69,0.667,-8.915,0.203,0.301,0.0,0.109,0.52,155.102,hip hop,Rap/Hip Hop
55uz6CCy6OT60yq5jf8ZfY,0.779,0.435,-11.0,0.117,0.476,0.0,0.141,0.249,139.988,hip hop,Rap/Hip Hop
4a7oxl6uQXkeX8vUDomsLO,0.636,0.665,-5.94,0.203,0.00202,1.12e-06,0.0875,0.465,176.029,hip hop,Rap/Hip Hop
59vYYvb9JS5IQAp8xpf0CY,0.913,0.351,-13.57,0.354,0.0102,0.0,0.401,0.727,91.499,hip hop,Rap/Hip Hop
